10000;1;0.006536844
10000;1;0.007456427
10000;1;0.007884968
10000;2;0.004314292
10000;2;0.006145215
10000;2;0.003098861
10000;3;0.002141567
10000;3;0.003150877
10000;3;0.003157229
10000;4;0.011446371
10000;4;0.010712773
10000;4;0.010929333
10000;5;0.003587564
10000;5;0.003585145
10000;5;0.006747858
10000;6;0.002267846
10000;6;0.006571423
10000;6;0.003685185
10000;7;0.004324423
10000;7;0.006649046
10000;7;0.004024615
10000;8;0.002021262
10000;8;0.011030222
10000;8;0.002037152
10000;9;0.001908783
10000;9;0.000781266
10000;9;0.003064526
10000;10;0.002596984
10000;10;0.001862026
10000;10;0.001846885
10000;11;0.001785842
10000;11;0.002810073
10000;11;0.00178669
10000;12;0.001761478
10000;12;0.002988651
10000;12;0.002313671
3535533;1;2.094191646
3535533;1;2.079481677
3535533;1;2.154861027
3535533;2;1.039964317
3535533;2;1.068925184
3535533;2;1.046741917
3535533;3;0.719909891
3535533;3;0.714762032
3535533;3;0.708016641
3535533;4;0.538310709
3535533;4;0.5389697760000001
3535533;4;0.5321556000000001
3535533;5;0.427156985
3535533;5;0.431071686
3535533;5;0.439095711
3535533;6;0.35968404099999995
3535533;6;0.371040009
3535533;6;0.361368974
3535533;7;0.31247548199999997
3535533;7;0.308458004
3535533;7;0.305981727
3535533;8;0.266572616
3535533;8;0.268148174
3535533;8;0.265539104
3535533;9;0.235950879
3535533;9;0.240715471
3535533;9;0.240753467
3535533;10;0.218891282
3535533;10;0.214707146
3535533;10;0.21778884799999998
3535533;11;0.19510387900000004
3535533;11;0.192564357
3535533;11;0.201580471
3535533;12;0.18556689
3535533;12;0.182534303
3535533;12;0.18046471
1250000000;1;733.230963822
1250000000;1;733.038820893
1250000000;1;739.665307488
1250000000;2;370.1158603
1250000000;2;370.563219122
1250000000;2;369.307037102
1250000000;3;255.043778033
1250000000;3;249.268711734
1250000000;3;254.473419176
1250000000;4;187.106248459
1250000000;4;187.089976398
1250000000;4;186.592517977
1250000000;5;149.486129002
1250000000;5;150.254863745
1250000000;5;153.368636279
1250000000;6;130.10862616
1250000000;6;126.481870175
1250000000;6;127.920942067
1250000000;7;110.161089609
1250000000;7;107.660460528
1250000000;7;109.399631924
1250000000;8;95.356439163
1250000000;8;94.9423723
1250000000;8;95.535977425
1250000000;9;85.534701007
1250000000;9;87.710536396
1250000000;9;84.35552088
1250000000;10;75.683729743
1250000000;10;75.815347507
1250000000;10;76.546686368
1250000000;11;70.595327984
1250000000;11;69.140940913
1250000000;11;70.304068266
1250000000;12;64.247405837
1250000000;12;64.424683084
1250000000;12;63.498786465
