10000;1;0.006499749
10000;1;0.00813611
10000;1;0.007653495
20000;2;0.009171246
20000;2;0.006129673
20000;2;0.015735261
30000;3;0.007117489
30000;3;0.012997682
30000;3;0.006209736
40000;4;0.007202317
40000;4;0.007182314
40000;4;0.007134659
50000;5;0.010804093
50000;5;0.007218626
50000;5;0.022211679
60000;6;0.015572319
60000;6;0.009119941
60000;6;0.008120775
70000;7;0.010203104
70000;7;0.009262137
70000;7;0.008273556
80000;8;0.007374304
80000;8;0.006276703
80000;8;0.014660933
90000;9;0.008319406
90000;9;0.007089924
90000;9;0.00713601
100000;10;0.007189955
100000;10;0.007286321
100000;10;0.007134313
110000;11;0.006948293
110000;11;0.008242162
110000;11;0.007280602
120000;12;0.007393709
120000;12;0.007975719
120000;12;0.007322113
3535533;1;2.100741382
3535533;1;2.064851907
3535533;1;2.113321831
7071066;2;2.167534697
7071066;2;2.074098483
7071066;2;2.138137256
10606599;3;2.081346745
10606599;3;2.09159204
10606599;3;2.107997187
14142132;4;2.1625792219999997
14142132;4;2.158107228
14142132;4;2.100253243
17677665;5;2.128711853
17677665;5;2.115317295
17677665;5;2.160435897
21213198;6;2.18477881
21213198;6;2.2032063060000002
21213198;6;2.173100819
24748731;7;2.255537833
24748731;7;2.209876944
24748731;7;2.266063184
28284264;8;2.234684154
28284264;8;2.216273907
28284264;8;2.227975737
31819797;9;2.172777166
31819797;9;2.182982606
31819797;9;2.205306063
35355330;10;2.252625063
35355330;10;2.283655889
35355330;10;2.25320631
38890863;11;2.211527202
38890863;11;2.208841167
38890863;11;2.195530741
42426396;12;2.195182517
42426396;12;2.3023026509999998
42426396;12;2.199123308
1250000000;1;737.709803033
1250000000;1;737.86439348
1250000000;1;775.094944151
2500000000;2;740.955009358
2500000000;2;737.529683843
2500000000;2;742.089397979
3750000000;3;753.20071094
3750000000;3;751.023338795
3750000000;3;750.007304392
5000000000;4;796.602256097
5000000000;4;758.761476481
5000000000;4;745.278088718
6250000000;5;755.338450864
6250000000;5;753.532343732
6250000000;5;767.388428038
7500000000;6;764.457152301
7500000000;6;779.985027016
7500000000;6;757.460397905
8750000000;7;780.937825594
8750000000;7;814.080393628
8750000000;7;780.512733507
10000000000;8;792.781341476
10000000000;8;799.157339187
10000000000;8;777.351469274
11250000000;9;782.290124543
11250000000;9;746.042478509
11250000000;9;751.139242242
12500000000;10;754.097825342
12500000000;10;753.964435905
12500000000;10;768.935608035
13750000000;11;752.198660982
13750000000;11;751.923193249
13750000000;11;773.558405286
15000000000;12;754.757197866
15000000000;12;769.329200613
15000000000;12;760.860636203
