b;t
3000000;3319.31795624
3010000;3675.89315475
3020000;3163.9310803
3030000;3387.67079427
3040000;3135.73542207
3050000;3214.73276582
3060000;3181.42645091
3070000;3168.72577563
3080000;3156.90657543
3090000;2980.42988617
3100000;3066.63539262
3110000;3412.89171488
3120000;3082.3082119
3130000;3151.43084385
3140000;3082.26066992
3150000;3378.69181751
3160000;3402.08732447
3170000;3166.10135032
3180000;3233.40258816
3190000;3144.51892508
3200000;3079.5139393
3210000;3206.57710854
3220000;3186.3067169
3230000;3120.69091658
3240000;3118.09729122
3250000;2447.46962318
3260000;3394.62192699
3270000;3518.679814
3280000;3446.51850219
3290000;3512.57487388
3300000;3389.9332022
3310000;3423.81608311
3320000;3426.65992741
3330000;3445.725343
3340000;3432.78360916
3350000;3365.74136387
3360000;3369.35683873
3370000;3478.90831405
3380000;3517.5578677
3390000;3259.83577466
3400000;3480.85640885
3410000;3465.16495544
3420000;3376.77016949
3430000;3439.39759165
3440000;3677.05160132
3450000;3438.4136155
3460000;3546.4221317
3470000;3417.51492277
3480000;3478.72294339
3490000;3448.9045607
3500000;3407.75219621
3510000;3371.72546399
3520000;3499.24009777
3530000;3781.26385558
3540000;3255.81436084
3550000;3127.05786797
3560000;3453.31958949
3570000;2955.62642388
3580000;3213.41991346
3590000;3600.64297472
3600000;3399.78202389
3610000;3181.70534248
3620000;3438.77653467
3630000;3083.14150154
3640000;3175.05803473
3650000;3522.62302852
3660000;2454.62573506
3670000;3481.14871314
3680000;3403.67737806
3690000;3676.05169209
3700000;3094.86787194
3710000;3195.70120833
3720000;3551.23864235
3730000;3166.79397196
3740000;3391.46619319
3750000;3509.4128393
3760000;2916.76486695
3770000;3165.0174486
3780000;3115.07556374
3790000;3152.4081525
3800000;3005.58871845
3810000;3222.15913701
3820000;3238.45200202
3830000;3513.21690979
3840000;3181.79114796
3850000;3405.97998089
3860000;3131.77673584
3870000;3471.17133475
3880000;3486.68825667
3890000;3350.18968918
3900000;3220.37331168
3910000;3607.95383063
3920000;3100.41069288
3930000;3104.89843741
3940000;3239.57098158
3950000;2910.10503735
3960000;3566.6501334
3970000;3476.16779307
3980000;3293.95060454
3990000;3175.02762642
4000000;3204.75941811
4010000;2288.66153246
4020000;3118.49210232
4030000;3169.79766785
4040000;3400.47423253
4050000;3375.06859889
4060000;3259.93356992
4070000;3709.61076866
4080000;3326.31753968
4090000;3128.11918422
4100000;3377.95604118
4110000;3126.02987607
4120000;2322.42785416
4130000;3274.0671721
4140000;3339.19085802
4150000;3579.76048021
4160000;3290.05726623
4170000;3455.75967695
4180000;3207.68260534
4190000;3511.27158952
4200000;3555.7056201
4210000;3525.41246236
4220000;3670.71594769
4230000;3282.17618204
4240000;3276.61887794
4250000;3198.7245148
4260000;3517.01105529
4270000;3463.27515113
4280000;3349.96428645
4290000;1728.83091967
4300000;3277.37684572
4310000;3431.53815574
4320000;3150.06891528
4330000;2148.80171205
4340000;3519.02941775
4350000;3470.94177992
4360000;3351.1581755
4370000;2971.85613928
4380000;3078.88805543
4390000;3633.4788202
4400000;3207.13158646
4410000;3398.36587098
4420000;3474.59752579
4430000;3269.71467637
4440000;3275.97858434
4450000;3277.82503965
4460000;3511.84222745
4470000;3191.24066043
4480000;3481.24997939
4490000;3200.80306527
4500000;3307.14057461
4510000;3200.96640657
4520000;3131.10506395
4530000;3300.56134931
4540000;3300.00100254
4550000;3205.4055627
4560000;3240.68664813
4570000;3484.15489591
4580000;3219.81381564
4590000;3215.45866248
4600000;3281.51983204
4610000;3279.48506172
4620000;3146.01527818
4630000;3254.58958432
4640000;3177.05887594
4650000;3315.67295079
4660000;3283.79515864
4670000;3198.44868199
4680000;3306.46442937
4690000;3272.93930879
4700000;3261.60272583
4710000;3293.98691546
4720000;2450.22326798
4730000;3497.21728331
4740000;3195.72440033
4750000;3251.26579903
4760000;3272.06064614
4770000;3296.69702657
4780000;3282.07710406
4790000;3253.75486932
4800000;3256.46037324
4810000;3070.74492566
4820000;3324.32079834
4830000;3322.68074237
4840000;3242.28154504
4850000;3254.8450009
4860000;3336.15391502
4870000;3302.88193714
4880000;3337.45649797
4890000;3332.84934402
4900000;3462.73498344
4910000;3212.87592073
4920000;3174.41447225
4930000;3492.87323779
4940000;3095.67877786
4950000;3371.19245769
4960000;3290.12168134
4970000;3353.26728712
4980000;3205.20715959
4990000;2537.58165096
5000000;3238.56344526
