b;t
243000;5134.94447096
244000;5188.24330612
245000;5122.35120678
246000;5162.01046987
247000;5236.32134851
248000;5195.98453724
249000;5147.7011506
250000;5158.80755808
251000;5173.66801934
252000;5145.91548391
253000;5204.3264576
254000;5092.17590144
255000;5142.41077959
256000;5118.28121684
257000;5131.39507597
258000;5163.32871457
259000;5090.0346368
260000;5085.96098733
261000;5111.91472775
262000;5185.08583595
263000;5180.35685979
264000;5129.77062232
265000;5062.57069412
266000;5065.59604082
267000;5188.13857994
268000;5180.27096484
269000;5150.76107944
270000;5116.44922347
271000;5095.84272533
272000;5105.06266322
273000;5162.64216349
274000;5144.13927912
275000;5109.86385649
276000;5088.4743033
277000;5097.41616659
278000;5100.28026868
279000;5175.3191303
280000;5033.08840491
281000;5090.37261753
282000;5135.08810459
283000;5120.4246156
284000;5119.99284772
285000;5124.6670793
286000;5099.36291065
287000;5058.08954964
288000;5093.35660277
289000;5136.16353977
290000;5135.20937878
291000;5030.24777487
292000;5090.15889073
293000;5093.50017796
294000;5132.38212589
295000;5098.61721832
296000;5108.59860868
297000;5009.40806177
298000;5118.61824213
299000;5108.57176144
300000;5187.6531096
301000;5083.51865673
302000;5053.17671839
303000;5104.87310412
304000;5133.04817661
305000;5082.61615555
306000;5118.26855958
307000;5066.76305042
308000;5135.13388719
309000;5070.69037024
310000;5091.9688271
311000;5090.45285463
312000;5114.7424836
313000;5060.39067186
314000;5085.59992663
315000;5162.85069239
316000;5139.0894014
317000;5137.59823414
318000;5077.82329782
319000;5099.12979651
320000;5093.14453494
321000;5097.92512454
322000;5133.06020932
323000;5095.44198607
324000;5033.2230549
325000;5047.71775858
326000;5103.02616744
327000;5111.15683305
328000;5103.44215473
329000;5116.52212088
330000;5074.56866708
331000;5086.63594737
332000;5160.47464203
333000;5123.47175944
334000;5053.97081759
335000;5038.33849684
336000;5033.85021264
337000;5136.38013009
338000;5099.35457323
339000;5074.04906258
340000;5084.39002955
341000;5101.82246359
342000;5113.17021554
343000;5102.23839767
344000;5125.39585136
345000;5099.28927946
346000;5106.43326223
347000;5123.54667341
348000;5133.91793956
349000;5090.54649024
350000;5032.93472298
351000;5071.95222955
352000;4960.17136906
353000;5082.7831305
354000;5111.49411555
355000;5048.6449409
356000;5036.16386387
357000;5040.29109392
358000;5064.40354055
359000;5050.23219334
360000;5097.4672251
361000;5068.84681375
362000;5112.50752732
363000;5100.57885566
364000;5106.40808743
365000;5081.36819002
366000;5051.82965423
367000;5096.88277872
368000;5030.12690406
369000;5079.90613142
370000;5119.4869602
371000;5054.73256726
372000;5085.17506839
373000;5067.78333063
374000;5117.03839525
375000;5085.84397186
376000;5082.85784639
377000;5028.36984255
378000;5060.89933165
379000;5139.0855568
380000;5138.34882882
381000;5123.29649443
382000;5057.55559001
383000;5106.36717328
384000;5073.20547052
385000;5107.391112
386000;5133.89080661
387000;5037.62641875
388000;5056.23386702
389000;5066.90399815
390000;5084.94321213
391000;5155.63756369
392000;5092.37995544
393000;5031.60922616
394000;5106.53889471
395000;5092.98154592
396000;5078.94261803
397000;5072.38957581
398000;5064.37816593
399000;5038.6296295
400000;5077.4560841
401000;5073.99719136
402000;5101.0101382
403000;5102.844586
404000;5036.53703581
405000;5083.05403404
406000;5091.80521436
407000;5076.77580097
408000;5083.46682559
409000;5077.09282502
410000;5076.07933659
411000;5034.13855673
412000;5110.34401862
413000;5098.58532858
414000;5043.16891224
415000;5066.72728993
416000;5037.13941782
417000;5057.94509214
418000;5110.71811338
419000;5076.2126583
420000;5084.35334312
421000;5084.02314555
422000;5037.20829362
423000;5105.74973147
424000;5121.91035285
425000;5054.34548071
426000;5064.06630318
427000;5103.98104283
428000;5103.44447698
429000;5049.72649038
430000;5049.38153465
431000;5059.33600563
432000;5098.36366591
433000;5110.75862729
434000;5056.22070038
435000;5091.37324132
436000;5092.1449189
437000;5041.52022568
438000;5084.33022592
439000;5107.93673264
440000;5094.1615963
441000;5037.19112624
442000;5093.00472486
443000;5119.92910651
444000;5106.28297702
445000;5036.01099498
446000;5019.3868083
447000;5119.64033567
448000;5106.91584642
449000;5060.16738587
450000;5033.60104542
451000;4999.80963979
452000;5079.79042059
453000;5075.92357341
454000;5088.89605815
455000;5076.51601534
456000;5096.55318018
457000;5081.58721118
458000;5037.94699969
459000;5081.59774056
460000;5054.0236345
461000;5048.47998277
462000;4950.85680561
463000;5044.4521703
464000;4988.46748626
465000;4974.5453989
466000;5036.03674585
467000;5046.01484959
468000;5062.88490804
469000;5035.51882453
470000;5070.97593867
471000;5030.04104839
472000;5045.31310157
473000;5036.3724262
474000;5069.08148814
475000;5049.26397957
476000;5066.12119555
477000;5059.67239184
478000;5023.49614633
479000;5039.64848137
480000;5025.31274883
481000;5084.13296876
482000;5101.03395089
483000;5042.32554672
484000;5027.65152305
485000;5081.93302012
486000;5031.41777994
487000;5083.92576309
488000;5059.56942795
489000;5075.8894647
490000;5023.61736394
491000;5022.90416278
492000;5073.43519184
493000;5061.17837095
494000;5025.29624404
495000;5065.88581703
496000;5061.27733844
497000;5092.12380694
498000;5075.29587054
499000;5028.43615538
500000;5050.16871807
