100;123.34011645
200;219.8031335
300;322.433631167
400;438.761261386
500;512.929810509
600;618.338207517
700;718.629030185
800;820.468210292
900;925.277900591
1000;984.795128036
1100;1055.6219768
1200;1141.35573791
1300;1258.92913813
1400;1330.57843768
1500;1453.85253975
1600;1553.46390583
1700;1559.12492808
1800;1710.31497751
1900;1765.7390447
2000;1835.86784592
2100;1921.22811485
2200;1945.8510267
2300;2091.63304433
2400;2134.55677219
2500;2133.23025672
2600;2321.56533147
2700;2378.83153449
2800;2402.59226792
2900;2400.82240159
3000;2515.29959721
3100;2657.36940233
3200;2664.09742917
3300;2752.66400258
3400;2856.3183672
3500;2838.83932974
3600;2990.28015506
3700;2967.91031585
3800;3101.16029706
3900;3310.72716072
4000;3070.57448992
4100;3258.42942443
4200;3240.28203354
4300;3248.20704374
4400;3412.77392377
4500;3447.03080858
4600;3476.25046057
4700;3515.4092815
4800;3533.1612088
4900;3733.1334539
5000;3796.36863924
5100;3910.19659107
5200;3766.03925047
5300;3745.75828027
5400;3928.74962706
5500;3939.49899564
5600;4207.90454863
5700;4163.76968895
5800;4099.32597438
5900;4339.59302276
6000;4067.80377712
6100;4379.911735
6200;4276.12805519
6300;4292.99606124
6400;4508.78752689
6500;4428.45875676
6600;4668.35414348
6700;4482.80065802
6800;4783.79706666
6900;4742.35532396
7000;4707.85063944
7100;4625.78914135
7200;4802.68590456
7300;4974.80791794
7400;5093.88703104
7500;4918.02882713
7600;4714.20393291
7700;5083.46469285
7800;4823.70025462
7900;5470.32702269
8000;5311.15741822
8100;4794.43310633
8200;5194.93475139
8300;5034.09580447
8400;5481.99320433
8500;5347.71086145
8600;5221.04344113
8700;5319.3698249
8800;5537.33610626
8900;5532.29600483
9000;5337.82564699
9100;5680.65313534
9200;5455.07481315
9300;5594.77158081
9400;5320.32809389
9500;5737.62254679
9600;5590.81350449
9700;5828.4161287
9800;5760.8312693
9900;5616.54987898
10000;5857.8488735
10100;5747.78035628
10200;6230.23024469
10300;6006.76521676
10400;5924.95783448
10500;5929.10309917
10600;5741.08221158
10700;6094.10592603
10800;6141.94339698
10900;6345.69458737
11000;6041.07901794
11100;6106.13180538
11200;5919.37132155
11300;6145.24638111
11400;6245.75821151
11500;6344.3537736
11600;6121.67516534
11700;5857.42459246
11800;6382.82540187
11900;5948.70262725
12000;6759.63463175
12100;6296.14721506
12200;5924.59117095
12300;6340.17190931
12400;5988.3745255
12500;6614.70332194
12600;6572.2689031
12700;6171.72096849
12800;6551.52065995
12900;6239.63438535
13000;6512.76799752
13100;6588.57034594
13200;6575.66189831
13300;6698.07444407
13400;6377.64493336
13500;6092.55522656
13600;6722.88378157
13700;6697.29138734
13800;6881.04261688
13900;6602.4634994
14000;5977.14870281
14100;6681.83227682
14200;6201.54317736
14300;7075.97191309
14400;7063.71400941
14500;6151.69713081
14600;6789.16171448
14700;6463.99266126
14800;6880.23311064
14900;6968.42342883
15000;6661.69202496
15100;6972.82447656
15200;6937.27430619
15300;7074.71153255
15400;6741.09877907
15500;7209.90984384
15600;6719.15181817
15700;6649.05023283
15800;6548.68217412
15900;6785.31576621
16000;6895.77063031
16100;7131.04208456
16200;6837.7821296
16300;6551.58638575
16400;6945.06641695
16500;6751.46474904
16600;7737.009633
16700;7219.48391087
16800;6848.25089929
16900;7044.50848622
17000;6764.46494143
17100;7301.87264309
17200;7309.60695629
17300;7443.09793231
17400;7347.79218174
17500;7041.14845043
17600;7055.98837698
17700;7076.51008579
17800;7201.19905185
17900;7615.97963068
18000;7168.57608796
18100;6952.22064036
18200;7141.99612195
18300;7063.60744476
18400;7707.77384345
18500;7227.90845956
18600;6922.16885718
18700;7508.69980835
18800;7236.40739192
18900;7669.96476681
19000;7819.40664007
19100;7345.07813598
19200;7597.50314604
19300;7293.90771795
19400;7578.29226362
19500;7635.44478928
19600;7564.10597643
19700;7828.53493973
19800;7532.52937859
19900;7014.35414897
20000;7653.05822455
20100;7669.81122626
20200;7780.96562333
20300;7687.98801805
20400;7235.09759359
20500;7943.13839403
20600;7279.35451639
20700;8148.15381592
20800;7808.6863361
20900;7153.31007132
21000;7920.77764108
21100;7543.6077401
21200;8035.01067865
21300;7883.01701053
21400;7906.39198069
21500;8077.50659064
21600;8148.72976747
21700;8050.35846277
21800;7750.72428055
21900;8006.17164236
22000;8089.48548529
22100;8009.8049344
22200;7303.34564172
22300;8091.98066396
22400;8059.05040316
22500;8379.97197333
22600;7802.37676686
22700;7648.17918184
22800;8203.45898893
22900;7748.26780249
23000;8792.56921247
23100;8248.14407033
23200;7897.7196201
23300;8247.43701006
23400;7777.00781986
23500;8431.64076229
23600;8437.13493233
23700;8624.95730471
23800;8392.00182427
23900;7992.60215285
24000;8187.74387907
24100;8127.62196481
24200;8255.82818482
24300;8539.44070341
24400;8082.91082201
24500;7626.31855104
24600;8321.47802786
24700;7745.69928019
24800;8978.38953904
24900;8139.68166109
25000;7502.31456639
25100;8470.63138478
25200;7733.70935882
25300;8765.73829908
25400;8526.22342804
25500;8046.9025927
25600;8640.94641919
25700;7925.23973938
25800;8462.18886412
25900;8475.08082028
26000;8556.74810017
26100;8751.94797024
26200;8197.92412833
26300;7850.43528882
26400;8535.92957622
26500;8471.90036762
26600;8921.34832772
26700;8170.80404827
26800;7778.03245248
26900;8497.74398902
27000;7839.10150159
27100;9208.97566469
27200;8984.77861603
27300;7835.30086544
27400;8539.64518252
27500;8087.87861523
27600;8709.83852088
27700;8709.72812981
27800;8457.46944637
27900;8782.99270467
28000;8749.20410359
28100;8652.9224478
28200;8394.98238157
28300;8674.89089452
28400;8509.59253256
28500;8464.80985185
28600;7846.26253664
28700;8587.04120791
28800;8535.48954933
28900;9047.00875805
29000;8393.0034738
29100;8124.34348702
29200;8812.96985272
29300;8126.8129823
29400;9386.79284644
29500;8885.11659825
29600;8496.93313275
29700;8727.76773166
29800;8228.23338076
29900;9138.23765324
30000;8931.29982712
30100;9081.48208972
30200;9092.17935394
30300;8581.26519183
30400;8528.24396826
30500;8443.80417896
30600;8833.71843085
30700;9293.87954833
30800;8630.22992006
30900;7995.57009712
31000;8924.21184664
31100;8338.24340119
31200;9603.39076114
31300;8709.36948701
31400;8111.64317703
31500;8828.14081231
31600;8174.2285102
31700;8950.00556938
31800;8999.33909151
31900;8535.48047416
32000;9072.96471678
32100;8313.20964878
32200;9075.22104569
32300;8843.70275329
32400;9016.52626363
32500;9059.41970051
32600;8648.26143832
32700;8207.57389401
32800;8180.75326666
32900;9981.201179
33000;10178.5808402
33100;9881.42749286
33200;9869.81183599
33300;10206.9510403
33400;10078.9841569
33500;10323.2411757
33600;8252.89878161
33700;8092.17216356
33800;8249.39038483
33900;8050.31090112
34000;8374.06114746
34100;8419.22645515
34200;8305.39919252
34300;8334.28027722
34400;7798.78783014
34500;8018.91842804
34600;7953.29715273
34700;8077.61684179
34800;7988.49460635
34900;7955.89237106
35000;7852.45105529
35100;8206.34701998
35200;7969.55272934
35300;7757.52610885
35400;7610.63063264
35500;7555.82085614
35600;7663.43402855
35700;7679.71344294
35800;7937.90201661
35900;7788.08734964
36000;7698.63151605
36100;7429.94904785
36200;7351.28262275
36300;7564.71329756
36400;7457.09358051
36500;7590.56415901
36600;7460.77365208
36700;7431.42703585
36800;7398.655792
36900;7251.09918444
37000;7558.21776615
37100;7623.54377154
37200;7566.2052218
37300;7457.30016939
37400;7681.38879764
37500;7703.47151477
37600;7833.40500361
37700;7418.77966495
37800;7325.29873856
37900;7402.91865866
38000;7401.26897961
38100;7391.2243522
38200;7484.65033541
38300;7320.37968338
38400;7493.43302631
38500;7121.94077332
38600;7371.11276962
38700;7211.35839974
38800;7318.88380936
38900;7297.25355109
39000;7126.62249138
39100;7155.51861434
39200;7415.36917139
39300;7046.68515375
39400;7087.07328655
39500;6950.77251692
39600;6924.16105154
39700;7137.22311957
39800;7065.13922642
39900;7191.5910937
40000;7143.09736374
40100;7027.18691758
40200;6895.01943775
40300;6744.42443117
40400;6967.84285231
40500;6931.93467134
40600;6897.20609854
40700;6977.67711293
40800;6759.23147177
40900;7086.36315606
41000;6493.99489017
41100;6922.98579798
41200;7052.38082397
41300;6900.21287022
41400;6866.24260218
41500;7147.37944617
41600;7017.14249979
41700;7062.16384927
41800;6573.23376422
41900;6615.44245916
42000;6664.04136257
42100;6662.81600255
42200;6888.46683082
42300;6796.87897018
42400;6607.2783538
42500;6688.51214654
42600;6376.36379501
42700;6700.82887956
42800;6588.26916705
42900;6606.74318298
43000;6565.3060815
43100;6495.40619733
43200;6398.35490386
43300;6611.10903842
43400;6467.20250754
43500;6538.73723184
43600;6339.31116556
43700;6314.12934131
43800;6442.24196826
43900;6496.67518445
44000;6598.76586928
44100;4838.94691728
44200;4893.64471937
44300;4787.31124242
44400;4890.55072338
44500;4869.36960188
44600;4882.15567476
44700;4877.13890719
44800;4875.73172162
44900;4743.07157074
45000;4959.61780103
45100;4534.60960982
45200;4881.15044069
45300;4922.24717553
45400;4798.9393016
45500;4857.72357563
45600;5027.39239436
45700;5016.97955191
45800;5016.96509638
45900;4804.79343891
46000;4823.52270652
46100;4628.37269538
46200;4634.28178479
46300;4760.28943336
46400;4726.81713297
46500;4632.76535173
46600;4642.3602543
46700;4466.49795665
46800;4605.96724327
46900;4556.83799047
47000;4556.47466136
47100;4472.12592134
47200;4307.00413155
47300;4463.42091563
47400;4387.05078864
47500;4373.87577185
47600;4382.43089428
47700;4311.84122108
47800;4249.32464217
47900;4397.18016196
48000;4370.55695261
48100;4393.6265548
48200;4172.21484903
48300;4176.11186672
48400;4168.04970037
48500;4134.9209929
48600;4198.70518904
48700;4190.81720996
48800;4157.961246
48900;4160.01577184
49000;4154.78951396
49100;4209.85786003
49200;3944.69387392
49300;4181.08333816
49400;4264.91796179
49500;4192.04601158
49600;4131.7067682
49700;4220.79597028
49800;4240.51486169
49900;4319.05066875
50000;4111.57147277
50100;4118.64950552
50200;4052.70163606
50300;4078.3049073
50400;4146.44353156
50500;3998.78376476
50600;4034.48344009
50700;4084.14192432
50800;4068.75235409
50900;4036.81994131
51000;4366.38783957
51100;4613.44470547
51200;3953.11432284
51300;4184.75370682
51400;4525.32871398
51500;4459.28971484
51600;4389.06670871
51700;3799.18382961
51800;4426.03705214
51900;3908.46458048
52000;4561.79138692
52100;4031.49700385
52200;3962.00803444
52300;3773.19464562
52400;3730.47995415
52500;3745.14596885
52600;3745.42568013
52700;3821.41510034
52800;3722.36159984
52900;3727.95662285
53000;3741.11786409
53100;3719.28913901
53200;3868.87615482
53300;3753.57772432
53400;3720.47858324
53500;3843.74173202
53600;3788.03782651
53700;3828.54189712
53800;3800.00572897
53900;3780.62221494
54000;3878.92495378
54100;3764.49644546
54200;3727.0271158
54300;3665.03800474
54400;3660.55702015
54500;3769.48712394
