bytes;throughput
40500;774.126700587
40600;757.963694288
40700;762.917580048
40800;766.708889488
40900;776.286288745
41000;665.840179148
41100;663.278160414
41200;812.088561098
41300;782.218541885
41400;776.824166237
41500;711.633668157
41600;809.910185636
41700;679.163618547
41800;825.514496802
41900;776.926521592
42000;808.588266054
42100;748.045658355
42200;819.063221893
42300;818.167001639
42400;837.03543596
42500;877.960405129
42600;889.074656565
42700;716.723338118
42800;901.667186271
42900;860.510280873
43000;842.147525529
43100;890.167411086
43200;913.572413626
43300;701.822517807
43400;704.642157102
43500;712.424682911
43600;727.967060654
43700;719.081981491
43800;735.429761108
43900;705.298982381
44000;732.887714189
44100;733.555316449
44200;719.698440419
44300;690.659546191
44400;703.404300982
44500;654.878829045
44600;724.203774544
44700;718.796911635
44800;720.514555368
44900;828.900927678
45000;906.505989203
45100;853.348182923
45200;780.970658793
45300;847.641703785
45400;871.675045487
45500;729.276227835
45600;784.105355967
45700;919.080570568
45800;808.969423943
45900;872.147946206
46000;889.131113416
46100;760.824245419
46200;835.199930693
46300;902.819964013
46400;857.481217153
46500;780.360020256
46600;767.873095091
46700;706.439970136
46800;890.301210199
46900;774.697320346
47000;794.18671979
47100;797.030008393
47200;779.131134015
47300;840.23070468
47400;770.88599602
47500;793.264124265
47600;816.865014824
47700;757.216993103
47800;796.393136022
47900;827.654249154
48000;882.574774551
48100;846.060892528
48200;693.077130263
48300;830.49566253
48400;827.834122185
48500;936.867903573
48600;823.039994154
48700;828.826636702
48800;810.820271504
48900;788.29933695
49000;845.842996583
49100;840.194801757
49200;798.483327963
49300;768.476604538
49400;776.721088566
49500;811.78599461
49600;830.382050973
49700;816.03497188
49800;712.895585656
49900;783.715279059
50000;829.116443178
50100;788.112010291
50200;837.276292144
50300;723.925625482
50400;801.644095125
50500;809.928219374
50600;846.146839162
50700;845.719552207
50800;760.798307178
50900;827.170956774
51000;859.334162617
51100;844.903097218
51200;846.586021457
51300;801.007999808
51400;812.199138654
51500;818.890932183
51600;855.839532623
51700;869.667531732
51800;815.3563815
51900;859.906684738
52000;840.506333602
52100;726.415618502
52200;845.315439227
52300;799.072344752
52400;793.58150417
52500;823.575224229
52600;722.477503341
52700;852.460846303
52800;824.568033644
52900;821.488302363
53000;844.431779337
53100;842.748234133
53200;830.321211666
53300;802.815513126
53400;819.301211005
53500;719.763991655
53600;884.683223387
53700;844.812559544
53800;884.173803536
53900;846.713973927
54000;801.985630654
54100;885.425852968
54200;862.622938529
54300;862.240090718
54400;858.396782547
54500;807.271720625
54600;893.983564621
54700;849.558067877
54800;870.36728161
54900;884.391815784
55000;893.97704484
55100;865.350315709
55200;873.866329784
55300;852.36508359
55400;856.982973432
55500;854.11794345
55600;853.980400109
55700;868.837850644
55800;841.188219314
55900;875.802019512
56000;765.82866089
56100;871.719355997
56200;846.412451986
56300;897.50996779
56400;867.464400415
56500;817.919720819
56600;890.023677437
56700;875.304617173
56800;866.537697497
56900;814.709913045
57000;791.678153594
57100;903.249455499
57200;867.518229608
57300;860.586882823
57400;822.380137286
57500;764.433797218
57600;887.283121013
57700;870.229930808
57800;824.131936838
57900;784.200042371
58000;778.314273338
58100;784.213108616
58200;813.524135931
58300;801.151686053
58400;807.10973862
58500;786.241503386
58600;785.731506032
58700;788.385019907
58800;804.437362227
58900;781.011361391
59000;809.702172476
59100;800.046658211
59200;738.21368734
59300;806.877070555
59400;853.950328735
59500;845.744359538
59600;849.958299794
59700;853.177696971
59800;853.101949689
59900;871.505293178
60000;826.782167075
60100;823.261534959
60200;846.518984454
60300;856.682622184
60400;869.679845548
60500;824.944397085
60600;947.013777933
60700;955.541800702
60800;933.084578527
60900;861.177384685
61000;890.898704501
61100;975.393477551
61200;888.329177471
61300;934.294761345
61400;916.400991563
61500;878.498360327
61600;861.704125224
61700;874.233111198
61800;891.343881337
61900;867.064163027
62000;850.591311638
62100;854.34553772
62200;1018.93695961
62300;1008.75706559
62400;845.391363609
62500;1035.20799681
62600;993.508561135
62700;986.762884069
62800;872.298750948
62900;885.300066509
63000;797.110538179
63100;864.694613607
63200;756.737926853
63300;857.475277682
63400;893.723868714
63500;817.905811599
63600;782.756899244
63700;700.741581588
63800;736.131854556
63900;813.92464541
64000;766.732328136
64100;772.033307815
64200;882.968732859
64300;739.357166743
64400;885.473648763
64500;780.528332712
64600;753.765017575
64700;698.320506199
64800;607.176035075
64900;612.843226547
65000;736.864087218
65100;769.353900075
65200;659.890231917
65300;721.072763503
65400;689.301178675
65500;705.518299225
65600;759.137936303
65700;913.801967061
65800;877.182720084
65900;695.352561392
66000;751.994331466
66100;748.610521191
66200;802.111709728
66300;799.510287421
66400;884.760393709
66500;869.518858146
66600;781.643033555
66700;702.713342672
66800;714.805012388
66900;785.119529567
67000;909.966517404
67100;873.193472514
67200;905.016550264
67300;898.345540881
67400;932.413290899
67500;783.036435905
67600;892.762613947
67700;880.242876947
67800;888.922631465
67900;777.534100401
68000;906.558452384
68100;898.375823763
68200;833.254961179
68300;835.317260047
68400;852.386975624
68500;933.593010948
68600;858.389025194
68700;853.188972449
68800;908.591553498
68900;803.260825253
69000;967.403446359
69100;1075.56211716
69200;1091.62645126
69300;1120.37581672
69400;1010.63673431
69500;914.297281629
69600;908.383758443
69700;913.003655713
69800;729.178986949
69900;936.069882964
70000;858.220225336
70100;950.763012677
70200;807.257184332
70300;903.152888161
70400;923.571708905
70500;918.934432849
70600;852.272242319
70700;948.154043905
70800;921.64638475
70900;931.81355568
71000;822.449628529
71100;921.650752399
71200;932.082737537
71300;923.326903795
71400;823.492967994
71500;929.843373097
71600;930.445484703
71700;919.894491816
71800;937.247745747
71900;837.602445033
72000;1137.31837615
72100;1106.07621482
72200;1024.18452511
72300;1005.99286052
72400;944.836055656
72500;958.595907652
72600;952.373040816
72700;889.13465333
72800;1007.32443011
72900;978.514558922
73000;975.48831085
73100;955.472715866
73200;874.076562575
73300;980.732777378
73400;1022.31799218
73500;982.394089983
73600;912.032242194
73700;997.017946198
73800;1020.09161754
73900;982.407424368
74000;892.285232813
74100;1010.15673021
74200;1002.79327536
74300;1010.37200956
74400;1136.17268024
74500;1007.28392907
74600;1029.14872689
74700;1041.44908386
74800;950.943760959
74900;970.130685531
75000;1204.50084229
75100;1170.26479018
75200;1212.54359887
75300;1036.99644308
75400;862.368696163
75500;986.548671477
75600;984.337405282
75700;1104.6536101
75800;1017.3943277
75900;1046.27688753
76000;1068.62934374
76100;1170.30185868
76200;1061.07936516
76300;1017.98635637
76400;1017.49683632
76500;1026.69007534
76600;1066.76738241
76700;1142.77618542
76800;927.806250977
76900;1060.0285993
77000;1065.053642
77100;1076.45868845
77200;1024.53063429
77300;1027.4751675
77400;1019.56357504
77500;1061.25463366
77600;1069.72864326
77700;1018.97654284
77800;1176.57692145
77900;1218.89498651
78000;1201.67630091
78100;1048.5627629
78200;1052.2829805
78300;1066.94782727
78400;1053.59369377
78500;1043.34523518
78600;944.174484476
78700;1080.376649
78800;1043.32960286
78900;1025.03350005
79000;982.19338393
79100;1085.85790058
79200;1073.08351436
79300;1041.30926091
79400;989.451098066
79500;1080.15466556
79600;1050.34311405
79700;1022.82891689
79800;923.844254737
79900;1076.89008453
80000;1037.7858647
80100;1033.3534483
80200;1044.68768903
80300;899.702194538
80400;1024.11331322
80500;1056.3188665
80600;1064.32233366
80700;986.721363066
80800;1133.6194697
80900;1246.61025771
81000;1103.05782169
81100;1051.00695982
81200;1072.2919796
81300;1056.29303754
81400;1077.55906242
81500;965.157081192
81600;1091.10441886
81700;963.456528336
81800;1042.37174571
81900;955.115267005
82000;1093.03726957
82100;1071.39614243
82200;1098.13537027
82300;1070.61802338
82400;968.005053161
82500;1033.5330054
82600;1070.70626544
82700;1062.19592131
82800;989.827147499
82900;1085.97137603
83000;1070.48151391
83100;1069.99384287
83200;965.532481998
83300;1100.78399279
83400;1079.43998317
83500;1099.88562316
83600;1138.78897051
83700;1201.63389277
83800;1105.79060202
83900;1201.79781286
84000;1033.20678008
84100;998.224968068
84200;1064.49332395
84300;1113.11172206
84400;1098.16201177
84500;999.688672914
84600;990.335341398
84700;1118.31290163
84800;1111.72017799
84900;966.906693106
85000;1036.11449479
85100;1021.731553
85200;1116.6565172
85300;976.591733183
85400;989.422437508
85500;986.693121062
85600;915.593512873
85700;1025.5905465
85800;983.715081461
85900;992.173372928
86000;1054.28960221
86100;1131.94818243
86200;989.577635374
86300;1090.94494623
86400;1143.26695757
86500;1155.07410359
86600;1122.4043841
86700;1165.34516952
86800;1192.62521122
86900;1105.43940465
87000;973.028822444
87100;1056.7514733
87200;1106.75586405
87300;1082.14921854
87400;987.860080707
87500;1015.0488109
87600;1154.1920679
87700;1135.66189155
87800;1016.91517699
87900;1123.41972543
88000;1145.19459589
88100;1158.57849069
88200;1146.50898673
88300;1047.84863225
88400;1076.45128598
88500;1141.57899347
88600;1143.31337727
88700;1010.98733488
88800;1024.66243206
88900;1137.49360913
89000;1075.24002721
89100;1046.11530653
89200;1112.1847337
89300;1202.49169702
89400;1194.88124795
89500;1198.86156438
89600;1192.08625037
89700;1201.52235779
89800;1133.31442347
89900;1002.20255028
90000;1056.86836164
90100;1065.41721908
90200;1170.88922006
90300;1165.68964707
90400;1167.50120045
90500;1179.59712326
90600;1067.42382485
90700;1163.99081907
90800;1167.76273317
90900;1174.26387569
91000;1101.47044928
91100;1203.429163
91200;1177.87677295
91300;1080.14299034
91400;1072.7401992
91500;1150.67935974
91600;1080.64621898
91700;1097.71981715
91800;1058.85719846
91900;1159.72698618
92000;1186.33203809
92100;1067.66605527
92200;1143.46862593
92300;1267.41936574
92400;1241.7711583
92500;1237.64394564
92600;1104.4781484
92700;1171.6502032
92800;1193.18542464
92900;1203.60056679
93000;1027.26491303
93100;1170.46682914
93200;1182.6753166
93300;1109.6296591
93400;1069.86742855
93500;1201.40198133
93600;1213.70853924
93700;1100.62816137
93800;1011.5661947
93900;1151.77119989
94000;1092.89664683
94100;1122.8023443
94200;1038.10649761
94300;1128.906029
94400;1222.60102033
94500;1212.39826908
94600;1076.38942339
94700;1207.74154126
94800;1230.03634554
94900;1218.5922276
95000;1114.94060213
95100;1716.01443505
95200;1269.60603871
95300;1262.0473884
95400;1276.0316005
95500;1243.06137153
95600;1205.7507906
95700;1234.59222976
95800;1129.04773961
95900;1026.24593778
96000;1267.13722854
96100;1231.31975577
96200;1153.16685524
96300;1107.88386414
96400;1253.96524753
96500;1256.42437634
96600;1149.25745153
96700;1123.02807223
96800;1163.75419038
96900;1271.59926879
97000;1123.61127884
97100;1116.06690629
97200;1202.05164624
97300;1303.3420536
97400;1326.25325402
97500;1259.12999851
97600;1295.9634876
97700;1333.38802831
97800;1460.95124163
97900;1306.30216618
98000;1385.2054067
98100;1345.1745373
98200;1319.76469195
98300;1328.15948219
98400;1687.31899844
98500;1138.0392631
98600;1010.34000096
98700;1167.06533437
98800;1158.928796
98900;1120.44422316
99000;1004.09451778
99100;1164.28647775
99200;1126.44083219
99300;1117.76950638
99400;1094.9700008
99500;1148.60833211
99600;1121.65776437
99700;1124.60425673
99800;1002.74608308
99900;1117.17704111
100000;1027.849999
