b;t
3980000;6852.05948486
3990000;6650.71327985
4000000;6550.5614095
4010000;7419.02390627
4020000;7146.71134694
4030000;6337.62690944
4040000;6500.5828892
4050000;6758.19375629
4060000;7160.34815553
4070000;6777.83206313
4080000;6745.68952857
4090000;6864.79888353
4100000;7254.62974662
4110000;9129.09777381
4120000;6310.57823913
4130000;6754.47154934
4140000;7240.17087209
4150000;6265.78891289
4160000;6368.50282846
4170000;7098.31480519
4180000;6993.12072196
4190000;6661.36337633
4200000;7179.42965435
4210000;6480.15590816
4220000;6133.90671504
4230000;6491.58441126
4240000;6455.04437019
4250000;6832.75051507
4260000;7099.87981523
4270000;7049.40649405
4280000;6341.36834724
4290000;6397.35629265
4300000;7111.09204534
4310000;6865.15324259
4320000;8440.13777635
4330000;8446.27381284
4340000;6831.86070769
4350000;8404.06374942
4360000;7162.39665716
4370000;6447.80985599
4380000;6371.85428989
4390000;6613.86298851
4400000;8432.2063396
4410000;7132.27271663
4420000;6546.9894801
4430000;6853.76338617
4440000;6717.69487454
4450000;6576.18543321
4460000;7090.95188145
4470000;7003.3180123
4480000;6657.24210536
4490000;7026.6965011
4500000;6951.40501347
4510000;6963.08597748
4520000;6549.11457645
4530000;7180.04614832
4540000;7039.36422167
4550000;6862.84949598
4560000;7196.15331781
4570000;7188.52200312
4580000;8459.7213784
4590000;6885.49905579
4600000;7090.13136118
4610000;6862.12099725
4620000;8164.07387937
4630000;6746.51323555
4640000;8400.26245896
4650000;6586.45203204
4660000;7098.48500732
4670000;8098.25436711
4680000;6402.46019264
4690000;6628.21042771
4700000;7278.6186551
4710000;6778.81850905
4720000;6787.24288243
4730000;6720.33465062
4740000;7034.17656115
4750000;6979.02800219
4760000;6590.43104271
4770000;7119.39330739
4780000;7134.08066186
4790000;7772.03719923
4800000;8372.25593762
4810000;6623.5138524
4820000;7951.05266408
4830000;6966.46778542
4840000;7298.37546647
4850000;7215.84690285
4860000;6926.81488882
4870000;7279.41304289
4880000;7194.05253051
4890000;6745.30261683
4900000;7035.1493555
4910000;7914.2183103
4920000;6590.59465208
4930000;7051.51911336
4940000;6992.20222853
4950000;8200.77707063
4960000;6912.11822909
4970000;6579.81957151
4980000;7048.59625258
4990000;6731.86445456
5000000;7183.33429669
