sid,arrsize,bsize,nthreads,total,draw,scatter,sort,gather
2,33554432,41,1,10092822.110840,226185.699219,4934636.708496,4268989.560547,663008.781738
0,33554432,37,1,10203936.079590,260910.560059,5084757.855957,4179200.523926,679066.248047
1,33554432,37,1,10329925.099609,226477.036621,5243251.073242,4180751.155273,679444.871094
2,33554432,37,1,10311931.852051,226366.910156,5230698.944824,4176674.761719,678190.395996
0,33554432,33,1,10395064.402344,259908.121094,5328768.838379,4107931.914551,698454.636230
1,33554432,33,1,10536929.120605,226624.898438,5516782.047363,4101671.400879,691849.641602
2,33554432,33,1,10555046.091797,226389.375977,5504129.750977,4127183.528320,697342.580566
0,33554432,30,1,10503059.844238,263779.033203,5474447.646973,4052407.340332,712425.016602
1,33554432,30,1,10663192.576172,227629.000977,5670838.385742,4052141.785156,712582.269531
2,33554432,30,1,10634941.466309,227241.431641,5646323.461914,4049326.387207,712049.101074
0,33554432,27,1,10544827.937988,263298.658691,5599424.096680,3960147.209961,721956.822266
1,33554432,27,1,10743363.757324,225897.625488,5836908.959961,3959302.946289,721253.381836
2,33554432,27,1,10740245.479492,226048.420898,5833985.766113,3959450.826660,720759.626953
0,33554432,25,1,10626852.347168,259144.910156,5731178.508301,3899898.429688,736629.308105
1,33554432,25,1,10907224.994141,225682.914062,6046677.433594,3898080.700684,736783.174316
2,33554432,25,1,10885945.674805,225648.464355,6021489.263184,3901461.254395,737345.958008
0,33554432,23,1,10761840.591309,259357.360352,5913919.060059,3837768.694336,750794.482422
1,33554432,23,1,11084603.720215,226180.473633,6262574.375000,3844797.939453,751050.076660
2,33554432,23,1,11075817.224121,226804.209473,6252601.854004,3845030.976074,751379.218262
0,33554432,22,1,10977037.439941,260214.524414,6165138.958008,3787100.814453,764581.974121
1,33554432,22,1,11316659.856445,226173.800781,6536482.096191,3789617.595215,764385.543945
2,33554432,22,1,11325968.169922,226045.291992,6541423.107910,3792988.841309,765510.091797
0,33554432,20,1,11156230.137207,260204.588379,6386799.533691,3731217.901367,778006.875977
1,33554432,20,1,11463974.718262,226516.562988,6729449.149902,3730956.323730,777051.797363
2,33554432,20,1,11452533.820801,226795.993652,6718712.432129,3729912.410645,777112.310547
0,33554432,19,1,11308905.519043,260033.176270,6551627.310059,3697347.645508,799896.617676
1,33554432,19,1,11705498.214355,227149.444336,6984325.369629,3696162.243652,797860.257812
2,33554432,19,1,11663044.645996,227397.518066,6942950.164551,3694861.839355,797834.228027
0,33554432,18,1,11523945.615234,263568.478027,6798781.130859,3642413.395996,819181.546875
1,33554432,18,1,11828266.969727,227323.789062,7162357.628418,3623270.458984,815314.106445
2,33554432,18,1,11766929.232910,225765.441895,7101782.115234,3621679.326172,817701.503418
0,33554432,17,1,11446798.276855,259142.699707,6787383.042480,3563427.533203,836844.205078
1,33554432,17,1,11857965.224609,226025.841309,7238335.812988,3562434.769531,831167.937012
2,33554432,17,1,11844183.551270,226167.201172,7226259.682129,3562973.670898,828782.055176
0,33554432,16,1,11489666.267578,259228.230957,6872966.225098,3511029.418945,846440.802734
1,33554432,16,1,11969066.437012,225786.508301,7385604.354004,3511382.789062,846292.055176
2,33554432,16,1,11940560.419922,225771.509277,7358577.767090,3509540.629395,846669.500000
0,33554432,15,1,11652400.446777,259118.504883,7056292.732910,3459895.347168,877092.705078
1,33554432,15,1,11825730.090332,226046.916016,7258455.682129,3458214.700684,883012.011230
2,33554432,15,1,12194508.545898,225903.815430,7630059.642090,3459208.567383,879335.531738
0,33554432,15,1,11690697.906738,259315.692871,7124096.363770,3412308.049805,894976.983887
1,33554432,15,1,12237013.599609,225743.182129,7714443.643066,3402020.689941,894805.261719
2,33554432,15,1,12198553.168945,225890.337891,7675318.084473,3402314.716309,895028.865723
0,33554432,14,1,11801681.691406,259922.841797,7268886.235840,3357905.804199,914965.621094
1,33554432,14,1,12318018.361816,225918.668945,7821032.283203,3354275.319824,916791.191895
2,33554432,14,1,12186682.927246,226025.068359,7697890.148926,3352016.932129,910749.908691
0,33554432,13,1,11807995.397949,260359.616211,7307755.415527,3312577.552734,927301.713379
1,33554432,13,1,12304501.558594,226482.474609,7853615.890625,3311735.792969,912666.514648
2,33554432,13,1,12230275.418945,226075.584961,7777761.462891,3308945.531738,917491.821289
0,33554432,13,1,11964733.797852,261256.728027,7487990.940918,3274208.677246,941276.551270
1,33554432,13,1,12489657.012207,225896.093750,8053529.145020,3277099.560059,933131.352051
2,33554432,13,1,12426048.929688,225859.020508,8000565.829102,3267121.288086,932501.953125
0,33554432,12,1,12099709.385742,261031.108887,7643808.886719,3238576.279297,956292.191406
1,33554432,12,1,12597387.322266,226131.763672,8174957.087891,3244918.972168,951378.632812
2,33554432,12,1,12583208.676270,226991.941406,8158760.259766,3248831.757812,948623.811035
0,33554432,12,1,12159992.456055,260048.339355,7712899.919922,3203841.932129,983201.404785
1,33554432,12,1,12406612.929688,225994.017090,7970500.973145,3224972.847656,985144.129883
2,33554432,12,1,12687455.513184,227074.328125,8267346.942383,3220600.335449,972433.084961
0,33554432,11,1,12360847.407227,263986.644043,7912171.769043,3195106.359375,989581.776855
1,33554432,11,1,12845551.154785,227403.557129,8457277.931152,3180528.457031,980340.147949
2,33554432,11,1,12692146.946289,225632.871094,8323540.131836,3171614.004883,971358.782227
0,33554432,11,1,12349461.333984,259536.304688,7932739.415527,3155493.190918,1001691.093262
1,33554432,11,1,12558976.859863,225889.107422,8184469.743164,3152262.300293,996354.928711
2,33554432,11,1,12792901.808594,225696.746582,8423286.782227,3159097.415527,984819.926758
0,33554432,11,1,12421378.807129,259971.252441,8006781.512207,3144031.895996,1010592.995117
1,33554432,11,1,12671253.374512,226080.652344,8306272.208984,3132815.266113,1006084.118164
2,33554432,11,1,12599802.536621,226072.485840,8241939.891113,3133145.069336,998644.257812
0,33554432,10,1,12570408.955078,260599.098145,8146747.948242,3131844.738770,1031216.415039
1,33554432,10,1,12828643.760254,226569.212891,8443810.655273,3130266.332031,1027996.722168
2,33554432,10,1,13056980.804688,226139.826660,8706496.120117,3110174.954102,1014169.109863
0,33554432,10,1,12627463.174316,261044.026367,8206335.627930,3118313.915039,1041768.728516
1,33554432,10,1,12932479.479004,227434.640137,8542104.687988,3126660.720215,1036278.349609
2,33554432,10,1,12869057.846191,227209.150391,8485583.775391,3127171.657715,1029092.451172
0,33554432,10,1,12868413.758789,262928.832520,8416810.018066,3111370.242188,1077303.653809
1,33554432,10,1,13327747.323242,225936.222168,8933394.627930,3107065.400391,1061349.914551
2,33554432,10,1,13277389.519531,226031.528809,8913027.876953,3083143.747070,1055185.595703
0,33554432,9,1,12766015.571289,259254.861328,8340817.327148,3088191.963867,1077750.485840
1,33554432,9,1,13077973.244141,226484.176270,8692913.609863,3088516.903809,1070057.711914
2,33554432,9,1,12967239.976562,225777.198242,8603239.666016,3072073.300781,1066148.855469
0,33554432,9,1,12934665.481934,259553.740234,8490892.060059,3084035.091797,1100183.588379
1,33554432,9,1,13248541.130371,226215.687988,8848644.124512,3079002.708008,1094677.791504
2,33554432,9,1,13170400.786621,226022.891113,8783306.893555,3077944.471191,1083125.739746
0,33554432,9,1,13020991.488281,260989.730957,8576017.725586,3072434.245117,1111548.787109
1,33554432,9,1,13580691.923828,226278.991699,9177562.396973,3069728.066406,1107121.664062
2,33554432,9,1,13597736.825195,226289.212402,9181146.158203,3092002.795898,1098297.829102
0,33554432,9,1,13210832.829590,262858.524902,8720581.412109,3090811.593750,1136580.498535
1,33554432,9,1,13466980.198730,226970.611328,9021438.823730,3096580.705078,1121988.709961
2,33554432,9,1,13305816.414551,227176.211914,8904574.892578,3064168.004395,1109896.518555
0,33554432,8,1,13199107.801758,259610.179688,8721500.610840,3064940.572754,1153055.513184
1,33554432,8,1,13614417.876953,225810.743652,9153007.166016,3082864.020020,1152735.145020
2,33554432,8,1,13585178.295898,226100.512207,9135982.851074,3069539.173828,1153554.967285
0,33554432,8,1,13284826.979004,271173.374512,8786251.004395,3062740.193359,1164661.534180
1,33554432,8,1,14028806.791992,237868.137207,9577897.725098,3064835.895508,1148203.708984
2,33554432,8,1,13982539.559570,237625.323242,9538603.210938,3065854.744629,1140455.573730
0,33554432,8,1,13393897.497070,260762.799805,8868678.607910,3088921.662109,1175533.448730
1,33554432,8,1,13653657.600586,226604.599121,9188140.852051,3073973.779785,1164937.570312
2,33554432,8,1,13582140.673340,226024.011230,9129457.822754,3074886.228027,1151771.789062
0,33554432,8,1,13546272.845215,262724.858887,9014360.038574,3087887.263672,1181299.930176
1,33554432,8,1,13805072.653320,229684.816895,9311064.655273,3096716.149902,1167605.779297
2,33554432,8,1,13669622.758301,229902.571289,9209795.802734,3071999.685059,1157923.805176
0,33554432,7,1,13526679.478516,262747.095215,8983530.394043,3070088.273926,1210312.881836
1,33554432,7,1,13798390.979004,225676.557617,9292793.748047,3073447.826172,1206471.837402
2,33554432,7,1,13699176.533203,225693.630859,9211484.019043,3075080.670898,1186917.414062
0,33554432,7,1,13606409.876953,259248.508789,9044672.329102,3076377.350098,1226110.896973
1,33554432,7,1,13900707.761719,226000.774902,9397381.191895,3064722.644043,1212602.323730
2,33554432,7,1,13816848.323730,226189.345215,9328556.038574,3056694.791992,1205407.162598
0,33554432,7,1,13760211.483887,260865.575195,9155896.294922,3088707.317383,1254741.314453
1,33554432,7,1,14114946.845215,226061.574219,9556412.512207,3077826.079102,1254645.573242
2,33554432,7,1,14135311.723145,225933.819336,9574217.225098,3080557.799805,1254601.599121
0,33554432,7,1,13883186.856445,260364.229004,9247459.640625,3098488.549316,1276873.522949
1,33554432,7,1,14312269.362305,227756.245605,9689690.073242,3117559.061035,1277263.232910
2,33554432,7,1,14286400.541992,227289.260742,9685420.948730,3098346.189453,1275343.309570
0,33554432,7,1,13933553.339844,262719.357910,9324359.069824,3091682.952637,1254790.781250
1,33554432,7,1,14296302.158691,225709.354004,9723559.893066,3092707.474609,1254324.627930
2,33554432,7,1,14309746.662598,225768.283691,9733676.316895,3095920.588867,1254380.502930
0,33554432,7,1,13930712.678223,259373.741699,9312742.912109,3088331.407227,1270263.360840
1,33554432,7,1,14364679.489746,225775.846191,9771037.875977,3100229.243164,1267635.757812
2,33554432,7,1,14363358.063965,226496.654297,9756715.601074,3111508.803223,1268635.870605
0,33554432,6,1,14130608.162109,260432.878418,9456279.644043,3094976.304688,1318917.786621
1,33554432,6,1,14524381.652832,226405.880859,9880391.127930,3098461.219727,1319122.600098
2,33554432,6,1,14521167.570801,226190.962891,9875594.191895,3101584.342285,1317797.110840
0,33554432,6,1,14222608.936035,280048.668457,9474465.163086,3129351.121094,1338743.094727
1,33554432,6,1,14661810.655762,245396.318848,9959151.178711,3119530.270996,1337731.752930
2,33554432,6,1,14653634.520996,245919.362793,9942426.817871,3127913.750000,1337373.675781
0,33554432,6,1,14266816.221191,262976.839355,9579144.711914,3116844.885254,1307848.444824
1,33554432,6,1,14607846.648926,226012.262207,9959244.887207,3114279.683105,1308308.682129
2,33554432,6,1,14610668.333984,225846.811035,9961956.437500,3111148.015625,1311716.246094
0,33554432,6,1,14253794.737305,259183.180176,9557633.284180,3117415.949707,1319561.531250
1,33554432,6,1,14684966.487793,226481.868652,10018693.720703,3120355.681641,1319434.413574
2,33554432,6,1,14704930.594727,226571.817871,10032627.324219,3126676.610840,1319053.935059
0,33554432,6,1,14430747.748047,260609.459473,9658008.879395,3142267.937500,1369860.576172
1,33554432,6,1,14814391.369141,226452.498047,10094758.031250,3123291.019531,1369889.039062
2,33554432,6,1,14827737.546875,226248.866699,10108065.650879,3123698.708008,1369723.490234
0,33554432,6,1,14577811.688477,259730.625488,9777331.114746,3151071.811035,1389677.111816
1,33554432,6,1,14985460.457520,227244.183105,10211191.158203,3157543.367188,1389480.966309
2,33554432,6,1,14948131.698242,227545.499512,10188768.845215,3145153.311035,1386663.277832
0,33554432,6,1,14535957.551270,259139.420898,9725745.813477,3150598.522461,1400472.919922
1,33554432,6,1,14993648.924805,225651.622070,10208035.043945,3158280.291992,1401681.137695
2,33554432,6,1,14973951.891113,226029.583008,10203522.125977,3143433.939941,1400965.134277
0,33554432,6,1,14570660.660645,259151.133789,9762789.237305,3137568.173828,1411150.936035
1,33554432,6,1,15009836.380859,226190.958008,10218739.267090,3152164.993164,1412740.319824
2,33554432,6,1,15045861.440918,226182.744141,10254309.490723,3150418.304688,1414949.915039
0,33554432,5,1,14733253.107910,261214.293945,9876098.079102,3154472.350098,1441467.075195
1,33554432,5,1,15143512.803223,226403.801758,10316898.514160,3158956.032227,1441253.554688
2,33554432,5,1,15230095.425781,227282.985840,10380711.814453,3171688.838867,1450410.899902
0,33554432,5,1,14898334.566406,263609.491699,10037177.586914,3183790.954102,1413755.658691
1,33554432,5,1,15264687.338379,227219.994141,10466023.422852,3161680.438965,1409762.543945
2,33554432,5,1,15155169.388184,226216.881348,10363445.613770,3159863.558594,1405642.462891
0,33554432,5,1,14816284.700684,259044.728027,9916975.896973,3177257.693848,1463005.409180
1,33554432,5,1,15249140.419434,225506.154785,10391457.685059,3169059.080078,1463116.468750
2,33554432,5,1,15262310.815918,225847.943848,10406446.711426,3166817.810059,1463197.422852
0,33554432,5,1,14893151.109863,260606.518066,9974187.758301,3180711.840820,1477643.847168
1,33554432,5,1,15331256.119141,226232.656738,10441183.519043,3185827.108887,1478011.827637
2,33554432,5,1,15331724.400879,226486.037109,10441808.434082,3185343.254395,1478085.796875
0,33554432,5,1,15042615.849121,260384.150391,10054923.708008,3211004.241699,1516302.690918
1,33554432,5,1,15518064.886719,227133.686035,10560613.018066,3213373.904785,1516942.982910
2,33554432,5,1,15512922.832520,227529.169922,10562250.741699,3207023.969727,1516117.946777
0,33554432,5,1,15000298.025879,260695.976562,10022777.046875,3196226.898438,1520597.266113
1,33554432,5,1,15451845.419922,225738.169922,10509244.535645,3194469.052246,1522392.852051
2,33554432,5,1,15430411.680176,225773.701660,10492884.723633,3190938.361816,1520814.071777
0,33554432,5,1,15041873.127930,258970.452637,10094724.583984,3210847.984863,1477328.957520
1,33554432,5,1,15514587.325195,226285.128906,10597376.826172,3212602.113770,1478322.058105
2,33554432,5,1,15517036.215820,226163.172852,10598662.112793,3213166.364746,1479043.770508
0,33554432,5,1,15090815.036133,261759.786621,10125433.832031,3215980.438965,1487640.072266
1,33554432,5,1,15530588.206055,226046.356445,10609048.870605,3208932.509277,1486559.683105
2,33554432,5,1,15631429.485840,227314.594727,10674858.651367,3234092.326660,1495163.091797
0,33554432,5,1,15303995.315918,263584.712891,10276909.126953,3251697.028809,1511802.926270
1,33554432,5,1,15657011.291016,227054.854004,10696194.077148,3229644.807129,1504116.598633
2,33554432,5,1,15619466.144043,225666.980469,10669383.932129,3220796.125000,1503618.086426
0,33554432,5,1,15154061.941895,259227.997559,10155743.781738,3225980.621094,1513108.641602
1,33554432,5,1,15628673.961914,225824.703125,10655497.488281,3234195.704590,1513155.076172
2,33554432,5,1,15650475.498535,225745.630859,10675402.260742,3234891.174805,1514435.397949
0,33554432,5,1,15362976.500977,259737.208008,10265921.996582,3246013.130371,1591303.388184
1,33554432,5,1,15825600.820801,225775.676270,10761599.797852,3247095.495117,1591129.011719
2,33554432,5,1,15813045.459473,226204.775391,10751762.460938,3244399.562012,1590677.811035
0,33554432,5,1,15512949.307617,259216.137207,10368315.257324,3271832.964355,1613583.950684
1,33554432,5,1,15968480.530273,227627.241211,10854459.245117,3271766.039551,1614627.201172
2,33554432,5,1,15926816.402832,227429.026855,10849336.207031,3247391.809570,1602658.587891
0,33554432,4,1,15391535.434082,259191.141113,10298620.835938,3272322.168945,1561399.918945
1,33554432,4,1,15850009.538086,225689.448730,10798926.323242,3264089.257812,1561303.526367
2,33554432,4,1,15841567.889160,225924.663086,10785766.222168,3267882.793945,1561993.405273
0,33554432,4,1,15518206.357910,259857.734863,10332273.397949,3273387.627930,1652686.686523
1,33554432,4,1,15982141.268066,226386.426758,10826801.186035,3274539.696777,1654413.119141
2,33554432,4,1,16000393.791992,226471.522461,10846760.455566,3272866.591797,1654294.164551
0,33554432,4,1,15513947.097168,260800.310547,10381259.774414,3284491.170898,1587394.782715
1,33554432,4,1,16051925.372070,225699.259766,10919144.062012,3311927.445312,1595153.778320
2,33554432,4,1,16064472.987305,227335.200195,10935100.281250,3306815.062988,1595221.397949
0,33554432,4,1,15682106.042480,263065.560059,10470393.400879,3284001.016113,1664645.188965
1,33554432,4,1,16034652.203613,225882.299805,10852044.056641,3293070.909180,1663653.539062
2,33554432,4,1,16034947.583984,226037.302246,10854161.791016,3290518.560059,1664228.866211
0,33554432,4,1,15669949.797852,259249.326660,10397785.459961,3308428.591309,1704485.519043
1,33554432,4,1,16144187.263672,225780.910156,10911722.027344,3301887.833008,1704795.659180
2,33554432,4,1,16176564.089844,226095.988770,10934991.882324,3309857.274414,1705617.840820
0,33554432,4,1,15664669.440430,261426.510742,10463509.636230,3314986.843262,1624745.445312
1,33554432,4,1,16098007.604004,226202.848633,10935241.613770,3312611.641113,1623950.681152
2,33554432,4,1,16198938.652344,227343.990723,11001897.317383,3335480.010742,1634216.495117
0,33554432,4,1,15929493.555176,263394.772949,10600998.090332,3342948.544922,1722151.398438
1,33554432,4,1,16249938.418457,227269.508301,10986090.331055,3322895.713867,1713681.847656
2,33554432,4,1,16215237.294922,225951.229492,10949042.064941,3326775.007324,1713467.730469
0,33554432,4,1,15703592.446777,259347.120605,10457434.293457,3334128.094727,1652681.956055
1,33554432,4,1,16210495.644531,226495.324219,10985674.315430,3339336.166992,1658988.428711
2,33554432,4,1,16212045.557129,226512.088867,10996981.977051,3333577.253906,1654973.249023
0,33554432,4,1,15831025.753906,260259.712891,10553830.057129,3347161.826172,1669773.453613
1,33554432,4,1,16274745.840820,226285.287109,11039911.549805,3340428.818848,1668119.236816
2,33554432,4,1,16345974.066406,226278.812500,11079120.888672,3364074.145996,1676499.444824
0,33554432,4,1,16136633.909668,263436.458984,10782380.580078,3385488.716797,1705327.312012
1,33554432,4,1,16492822.949707,227224.514160,11200785.652344,3366986.325684,1697825.707031
2,33554432,4,1,16411082.167969,225926.711426,11119123.834961,3367775.799805,1698254.911621
0,33554432,4,1,15842251.973633,259296.841309,10532170.587891,3358294.005371,1692489.377441
1,33554432,4,1,16293683.077148,225691.432617,11017376.305664,3359537.814453,1691076.618164
2,33554432,4,1,16334186.637207,226610.533203,11050094.175293,3365408.105957,1692072.951172
0,33554432,4,1,15971320.767578,260680.095703,10623377.207031,3375269.644531,1711992.985840
1,33554432,4,1,16388286.160156,226139.177734,11079016.444336,3374303.759766,1708825.620117
2,33554432,4,1,16427929.498535,226112.515625,11088277.677246,3397275.631836,1716262.693848
0,33554432,4,1,16129007.141602,263862.602539,10731184.364258,3403655.962891,1730303.299805
1,33554432,4,1,16501419.373047,227585.689453,11143207.253906,3402861.801758,1727763.832031
2,33554432,4,1,16386595.120117,225793.301270,11065031.377441,3377810.603027,1717959.048340
0,33554432,4,1,16125484.075195,258860.443848,10628643.198242,3389708.687012,1848271.012695
1,33554432,4,1,16575346.190918,225654.784180,11107296.990234,3394355.918457,1848037.494629
2,33554432,4,1,16568131.566895,225611.435547,11097278.605957,3393833.702148,1851406.450195
0,33554432,4,1,16170996.760742,260088.386719,10654401.225098,3398338.485840,1858167.593750
1,33554432,4,1,16613483.718262,226030.807129,11127699.742188,3400816.937988,1858935.388184
2,33554432,4,1,16613800.354980,226321.676758,11131513.761719,3396059.521973,1859904.165039
0,33554432,4,1,16228854.439453,260272.127441,10682470.195312,3408800.891113,1877310.244141
1,33554432,4,1,16791392.356934,227115.391113,11243390.625000,3432021.025879,1888864.530762
2,33554432,4,1,16783413.631348,227218.155762,11235201.520020,3433085.869141,1887906.978516
0,33554432,3,1,16126490.699219,263317.514648,10684832.017090,3411006.183105,1767333.710938
1,33554432,3,1,16576103.985352,225860.732422,11165964.658691,3416864.481934,1767413.285156
2,33554432,3,1,16576716.882324,226065.210938,11165823.925781,3416619.624023,1768207.300293
0,33554432,3,1,16187024.426758,259668.275391,10716291.013672,3425896.836914,1785167.563965
1,33554432,3,1,16645034.847656,225801.303223,11204654.826172,3428820.382324,1785757.581055
2,33554432,3,1,16658895.551270,225786.145996,11210020.532715,3432638.536621,1790449.552734
0,33554432,3,1,16252414.892090,260614.484863,10756305.708984,3438575.598145,1796918.024902
1,33554432,3,1,16753000.949219,225966.452148,11258541.181641,3460979.087402,1807513.450684
2,33554432,3,1,16767560.937012,227432.707520,11276118.379395,3457511.563965,1806497.485840
0,33554432,3,1,16451775.598145,262807.633789,10829494.945801,3445508.093262,1913963.993652
1,33554432,3,1,16790102.075195,225643.070801,11204747.961914,3447909.305664,1911800.956055
2,33554432,3,1,16761964.860352,225695.207520,11173896.837891,3449199.010742,1913172.968750
0,33554432,3,1,16273608.825684,259288.828125,10742390.172852,3453466.260254,1818462.649414
1,33554432,3,1,16722137.535156,226069.146973,11221263.122559,3455764.164062,1819040.307129
2,33554432,3,1,16738984.986816,226016.180176,11240287.372559,3453180.865234,1819499.709961
0,33554432,3,1,16384452.275879,260619.258301,10822906.620605,3465973.160156,1834952.284180
1,33554432,3,1,16839750.671387,225725.296875,11278749.022461,3489366.107422,1845909.325684
2,33554432,3,1,16900349.352539,227416.138184,11340616.687988,3487763.129395,1844552.585938
0,33554432,3,1,16628428.020020,263232.312988,10903828.801758,3479195.942871,1982170.217773
1,33554432,3,1,16898294.253906,225709.108887,11212261.851074,3472801.427246,1987521.073242
2,33554432,3,1,16918110.198730,225891.728027,11236366.210938,3469665.867188,1986185.288086
0,33554432,3,1,16527125.298340,259110.585449,10809963.911133,3487592.036621,1970457.880371
1,33554432,3,1,16971856.431152,226358.592773,11282929.976074,3490251.853027,1972315.233398
2,33554432,3,1,16988389.190918,226704.415039,11293706.229980,3492692.252441,1975285.261719
0,33554432,3,1,16572908.388672,260527.128418,10844949.045410,3488456.484863,1978974.670898
1,33554432,3,1,17075692.687988,225672.770996,11346540.666016,3512057.953613,1991419.809082
2,33554432,3,1,17100097.905762,227814.931152,11370062.745117,3511108.908203,1991109.759277
0,33554432,3,1,16665562.975098,263030.126953,10904837.056152,3502597.570801,1995097.311035
1,33554432,3,1,17010654.403320,226071.217285,11282512.561035,3505850.134766,1996219.727539
2,33554432,3,1,17020038.806641,225653.167969,11296247.415527,3501288.699707,1996848.556641
0,33554432,3,1,16650487.560547,259568.338867,10848944.686523,3502430.076660,2039543.305176
1,33554432,3,1,17070493.123047,226127.182129,11289623.630859,3513090.117188,2041651.327148
2,33554432,3,1,17085921.358887,226021.464844,11310561.152832,3507691.701660,2041646.215332
0,33554432,3,1,16610508.253418,261222.592285,10889442.932129,3541279.084961,1918562.876953
1,33554432,3,1,17088403.818359,227474.766602,11396830.781250,3544439.875000,1919657.634277
2,33554432,3,1,17090411.854004,227560.021973,11399197.659180,3541420.834961,1922232.659668
0,33554432,3,1,16676775.079590,259185.989258,10861125.333008,3525076.824219,2031385.913086
1,33554432,3,1,17086727.338379,225711.064941,11299427.344238,3528503.338867,2033084.720215
2,33554432,3,1,17090371.479004,226216.725098,11308719.118652,3519350.448242,2036083.845703
0,33554432,3,1,16643245.739258,259632.106445,10907273.315918,3542442.075195,1933897.343750
1,33554432,3,1,17075434.731445,226536.093750,11371001.716797,3542062.542969,1935833.527344
2,33554432,3,1,17070875.100586,226540.680176,11369780.431152,3540268.115234,1934284.858887
0,33554432,3,1,16682881.089844,261190.392090,10937022.299316,3540931.870605,1943735.827637
1,33554432,3,1,17080468.970215,226572.507812,11360273.754883,3549453.484863,1944168.375000
2,33554432,3,1,17069372.609375,226769.629883,11351051.893066,3547543.414062,1944006.849121
0,33554432,3,1,16754434.739746,260970.274902,10972231.315430,3563232.169922,1958000.181641
1,33554432,3,1,17129902.294922,225821.261230,11383599.041504,3555897.688965,1964583.485840
2,33554432,3,1,17134162.955078,226148.397461,11391194.172363,3557136.206055,1959683.405762
0,33554432,3,1,17085015.230957,259647.986328,11071426.431152,3599546.531738,2154393.371582
1,33554432,3,1,17499436.886230,227253.090820,11514576.544922,3601659.380859,2155946.706543
2,33554432,3,1,17483116.074707,227576.438477,11529537.489746,3583267.475586,2142733.674316
