sid,arrsize,bsize,nthreads,total,draw,scatter,sort,gather
1,33554432,500,35,435871.663086,6889.439453,239577.954102,178500.872070,10840.735352
2,33554432,500,35,436313.710938,6871.851562,240149.291016,178413.512695,10818.363281
3,33554432,500,35,436484.189453,6840.593750,240271.523438,178477.868164,10832.511719
4,33554432,500,35,436440.359375,6847.708008,240216.450195,178453.694336,10858.190430
5,33554432,500,35,436376.214844,6818.331055,240132.579102,178514.617188,10845.348633
6,33554432,500,35,436628.300781,6878.875977,240410.218750,178428.367188,10844.958984
7,33554432,500,35,437286.511719,6771.384766,241005.858398,178599.020508,10843.723633
8,33554432,500,35,437191.482422,6836.699219,240962.582031,178518.001953,10809.500977
9,33554432,500,35,436872.512695,6835.205078,240429.468750,178692.213867,10853.622070
0,33554432,500,36,594237.061523,8025.088867,401286.766602,173610.749023,10571.810547
1,33554432,500,36,429177.171875,6690.065430,238145.603516,173706.600586,10570.293945
2,33554432,500,36,429374.826172,6590.705078,238360.268555,173768.283203,10591.603516
3,33554432,500,36,428958.295898,6720.875977,237907.421875,173701.570312,10560.603516
4,33554432,500,36,428930.071289,6681.694336,238033.794922,173612.075195,10532.701172
5,33554432,500,36,428812.297852,6723.441406,237838.493164,173617.594727,10565.054688
6,33554432,500,36,428847.737305,6662.620117,237768.056641,173772.327148,10575.422852
7,33554432,500,36,428547.797852,6614.729492,237657.487305,173632.814453,10569.564453
8,33554432,500,36,429979.535156,6735.002930,239001.473633,173601.585938,10570.487305
9,33554432,500,36,429071.615234,6672.973633,238139.359375,173627.177734,10565.376953
0,33554432,500,37,590052.751953,7750.708008,401987.703125,169166.051758,10299.775391
1,33554432,500,37,414426.167969,6502.067383,228415.703125,169137.932617,10300.677734
2,33554432,500,37,414120.078125,6444.791992,227658.435547,169642.834961,10305.379883
3,33554432,500,37,414020.569336,6473.117188,227814.227539,169359.396484,10307.003906
4,33554432,500,37,413970.835938,6460.545898,228273.172852,168879.554688,10289.611328
5,33554432,500,37,413304.698242,6517.643555,227551.826172,168881.985352,10282.388672
6,33554432,500,37,414518.232422,6527.891602,228368.033203,169245.688477,10307.591797
7,33554432,500,37,413717.337891,6561.175781,227716.433594,169079.190430,10294.552734
8,33554432,500,37,413524.421875,6517.587891,227742.473633,168884.471680,10306.499023
9,33554432,500,37,413447.685547,6488.595703,227755.602539,168854.945312,10284.829102
0,33554432,500,38,575913.125977,7662.587891,392677.416016,164656.384766,10055.095703
1,33554432,500,38,399321.145508,6362.129883,218186.332031,164633.292969,10061.385742
2,33554432,500,38,399823.113281,6369.815430,218739.541016,164571.653320,10075.238281
3,33554432,500,38,399994.619141,6324.367188,218999.776367,164542.203125,10063.001953
4,33554432,500,38,399752.875977,6320.683594,218881.123047,164435.513672,10043.907227
5,33554432,500,38,402542.867188,6308.092773,221387.314453,164739.740234,10042.913086
6,33554432,500,38,403068.248047,6285.133789,222058.418945,164581.512695,10071.708984
7,33554432,500,38,402719.878906,6369.213867,221760.667969,164466.878906,10055.383789
8,33554432,500,38,402997.021484,6338.173828,222107.738281,164372.766602,10106.379883
9,33554432,500,38,403378.454102,6286.363281,222464.541992,164495.602539,10065.331055
0,33554432,500,39,572667.262695,7484.561523,394142.837891,160286.045898,9850.395508
1,33554432,500,39,394583.717773,6182.788086,218189.791016,160254.212891,9888.556641
2,33554432,500,39,394838.099609,6135.333984,218476.103516,160329.689453,9828.573242
3,33554432,500,39,394726.801758,6158.754883,218395.343750,160251.719727,9849.723633
4,33554432,500,39,394738.102539,6133.208984,218313.316406,160397.271484,9825.332031
5,33554432,500,39,394929.193359,6177.872070,218401.613281,160433.150391,9845.208008
6,33554432,500,39,394764.501953,6181.240234,218495.060547,160190.868164,9824.483398
7,33554432,500,39,394625.426758,6149.999023,218297.421875,160271.564453,9835.484375
8,33554432,500,39,395612.190430,6142.907227,219211.343750,160342.083984,9847.643555
9,33554432,500,39,394702.602539,6185.488281,218314.344727,160278.584961,9854.467773
0,33554432,500,40,565658.401367,7342.193359,391565.202148,156201.278320,9643.786133
1,33554432,500,40,385724.533203,6059.147461,213631.475586,156324.067383,9637.043945
2,33554432,500,40,385591.442383,6081.518555,213391.574219,156399.648438,9651.593750
3,33554432,500,40,386873.826172,6025.042969,213464.328125,157684.475586,9634.148438
4,33554432,500,40,389245.276367,6083.257812,217217.660156,156242.537109,9627.169922
5,33554432,500,40,389506.312500,6006.842773,217454.957031,156343.223633,9626.079102
6,33554432,500,40,389670.621094,6049.612305,217653.987305,156248.028320,9647.650391
7,33554432,500,40,390099.759766,6068.253906,218000.884766,156331.057617,9631.357422
8,33554432,500,40,389335.684570,6072.348633,217436.337891,156138.859375,9619.307617
9,33554432,500,40,389864.211914,6045.508789,217786.085938,156350.438477,9608.242188
0,33554432,500,41,559955.684570,7231.775391,389864.959961,152421.649414,9497.751953
1,33554432,500,41,377514.664062,5894.612305,209588.032227,152515.465820,9443.083984
2,33554432,500,41,376970.566406,5918.931641,208974.089844,152528.268555,9472.091797
3,33554432,500,41,377588.945312,5939.406250,209585.590820,152546.869141,9439.975586
4,33554432,500,41,377530.837891,5922.012695,209389.447266,152714.898438,9431.642578
5,33554432,500,41,377637.716797,5864.289062,209649.600586,152617.277344,9426.652344
6,33554432,500,41,377078.495117,5875.057617,209365.185547,152321.755859,9442.276367
7,33554432,500,41,376706.208008,5880.604492,208976.918945,152344.448242,9426.214844
8,33554432,500,41,376492.371094,5927.458008,208547.760742,152487.218750,9449.780273
9,33554432,500,41,376972.005859,5905.935547,209081.301758,152460.765625,9447.157227
0,33554432,500,42,552923.181641,7550.265625,385714.855469,149147.217773,9262.545898
1,33554432,500,42,368098.709961,5773.670898,204073.583984,148971.060547,9206.583984
2,33554432,500,42,368142.047852,5746.894531,202455.410156,150554.396484,9306.005859
3,33554432,500,42,372174.778320,5726.402344,208243.958984,148832.835938,9294.503906
4,33554432,500,42,367673.459961,5711.670898,203578.125977,149092.509766,9211.289062
5,33554432,500,42,367227.669922,5753.764648,203184.151367,148945.768555,9274.618164
6,33554432,500,42,367550.127930,5758.424805,203484.956055,148949.472656,9282.448242
7,33554432,500,42,366956.683594,5795.485352,202679.974609,149107.283203,9297.508789
8,33554432,500,42,366943.808594,5760.280273,202993.958008,148868.725586,9247.589844
9,33554432,500,42,367146.678711,5761.238281,202981.202148,149028.812500,9303.079102
0,33554432,500,43,558866.644531,6744.685547,396570.547852,145535.498047,9034.931641
1,33554432,500,43,360009.732422,5634.642578,199793.789062,145459.341797,9039.409180
2,33554432,500,43,359608.360352,5628.803711,199258.554688,145591.684570,9044.900391
3,33554432,500,43,359502.500977,5595.014648,199221.496094,145558.486328,9050.409180
4,33554432,500,43,360294.167969,5705.138672,199895.340820,145578.194336,9038.238281
5,33554432,500,43,358969.639648,5651.921875,198624.184570,145593.781250,9019.456055
6,33554432,500,43,359896.073242,5687.440430,199463.222656,145645.685547,9022.475586
7,33554432,500,43,359314.095703,5646.357422,199054.631836,145488.299805,9049.193359
8,33554432,500,43,359299.759766,5786.635742,199008.519531,145405.241211,9015.104492
9,33554432,500,43,358562.409180,5586.848633,198404.221680,145463.987305,9026.807617
0,33554432,500,44,550206.856445,7081.562500,391096.964844,142182.201172,8849.456055
1,33554432,500,44,354171.560547,5545.306641,197539.227539,142130.143555,8882.743164
2,33554432,500,44,354186.665039,5516.354492,197644.007812,142025.443359,8925.182617
3,33554432,500,44,351347.119141,5566.234375,194757.601562,142078.931641,8863.627930
4,33554432,500,44,351982.297852,5532.952148,195321.159180,142168.374023,8882.457031
5,33554432,500,44,351960.540039,5505.874023,195255.317383,142193.841797,8927.842773
6,33554432,500,44,352297.921875,5586.093750,195651.260742,142097.948242,8878.555664
7,33554432,500,44,351729.991211,5535.590820,195148.666992,142088.407227,8878.388672
8,33554432,500,44,352198.748047,5591.547852,195554.749023,142128.655273,8843.957031
9,33554432,500,44,352134.384766,5473.953125,195518.365234,142177.100586,8885.009766
0,33554432,500,45,542876.791016,6864.591797,387130.442383,139123.583984,8740.897461
1,33554432,500,45,348520.050781,5369.938477,195254.745117,139057.166992,8749.370117
2,33554432,500,45,346091.810547,5395.803711,192806.240234,139080.410156,8719.324219
3,33554432,500,45,346366.609375,5397.493164,193021.696289,139113.659180,8752.043945
4,33554432,500,45,345802.050781,5382.587891,192567.737305,138992.084961,8777.716797
5,33554432,500,45,346350.761719,5355.857422,193112.636719,139037.959961,8757.479492
6,33554432,500,45,346023.037109,5403.947266,192839.665039,139029.507812,8665.335938
7,33554432,500,45,346035.884766,5625.686523,192530.035156,139082.390625,8711.303711
8,33554432,500,45,346059.408203,5426.000000,192793.788086,139018.282227,8736.864258
9,33554432,500,45,345886.491211,5425.667969,192589.587891,139066.075195,8715.289062
0,33554432,500,46,546523.254883,6613.248047,394242.935547,135934.885742,8668.310547
1,33554432,500,46,339982.117188,5353.936523,189914.841797,136087.036133,8541.102539
2,33554432,500,46,338461.388672,5309.697266,187969.258789,136541.845703,8551.212891
3,33554432,500,46,337949.683594,5266.445312,187830.453125,136219.840820,8550.152344
4,33554432,500,46,338546.735352,5319.928711,188546.859375,136010.532227,8584.825195
5,33554432,500,46,337788.291992,5342.561523,187710.396484,136085.302734,8568.057617
6,33554432,500,46,337802.000977,5296.451172,187656.798828,136162.619141,8597.674805
7,33554432,500,46,338261.415039,5286.666992,188154.281250,136151.525391,8580.766602
8,33554432,500,46,337813.164062,5317.492188,187799.946289,136060.942383,8550.969727
9,33554432,500,46,337380.466797,5342.599609,187389.319336,135997.445312,8560.227539
0,33554432,500,47,534195.199219,6534.333984,385040.319336,133169.188477,8435.157227
1,33554432,500,47,335571.935547,5261.205078,188697.660156,133089.155273,8437.214844
2,33554432,500,47,332753.979492,5204.109375,185875.169922,133150.528320,8439.813477
3,33554432,500,47,332164.493164,5217.092773,185263.607422,133162.676758,8429.110352
4,33554432,500,47,332546.949219,5214.058594,185703.833984,133131.055664,8414.241211
5,33554432,500,47,332654.854492,5230.294922,185759.274414,133147.634766,8427.311523
6,33554432,500,47,332921.668945,5231.234375,186012.747070,133159.670898,8439.299805
7,33554432,500,47,332280.960938,5185.521484,185223.094727,133374.767578,8412.624023
8,33554432,500,47,332671.798828,5224.608398,185674.360352,133283.099609,8397.897461
9,33554432,500,47,332762.541016,5174.110352,185881.547852,133212.033203,8407.481445
0,33554432,500,48,524379.952148,6527.943359,378202.701172,130293.484375,8285.795898
1,33554432,500,48,328362.263672,5027.463867,184520.115234,130441.015625,8285.773438
2,33554432,500,48,325560.870117,5154.823242,181639.766602,130415.290039,8261.807617
3,33554432,500,48,325861.376953,5117.763672,182129.856445,130231.751953,8288.364258
4,33554432,500,48,325404.054688,5131.954102,181581.092773,130298.108398,8301.204102
5,33554432,500,48,325357.917969,5103.744141,181576.819336,130321.323242,8262.918945
6,33554432,500,48,325871.392578,5166.390625,182056.003906,130289.361328,8262.153320
7,33554432,500,48,325803.688477,5136.062500,181938.546875,130327.210938,8311.795898
8,33554432,500,48,325516.240234,5097.215820,181714.136719,130340.769531,8275.694336
9,33554432,500,48,325143.741211,5076.104492,181493.444336,130227.832031,8255.102539
