sid,arrsize,bsize,nthreads,total,draw,scatter,sort,gather
4,33554432,500,8,1732541.095703,29023.142578,878162.534180,780321.674805,45017.044922
5,33554432,500,8,1723705.189453,28980.075195,871112.285156,778568.634766,45028.099609
6,33554432,500,8,1724640.068359,29067.534180,871386.846680,779071.113281,45097.797852
7,33554432,500,8,1723749.833984,28954.586914,871012.862305,778752.499023,45013.732422
8,33554432,500,8,1722893.288086,28990.351562,870285.157227,778597.434570,45004.733398
9,33554432,500,8,1726544.437500,29013.226562,873333.861328,779147.042969,45033.179688
0,33554432,500,9,1624024.488281,29394.449219,861564.649414,692716.506836,40132.284180
1,33554432,500,9,1581433.515625,25847.002930,823231.750977,692285.969727,40050.632812
2,33554432,500,9,1580850.683594,25797.433594,822704.824219,692178.449219,40150.191406
3,33554432,500,9,1584062.425781,25792.848633,826232.095703,691917.606445,40102.068359
4,33554432,500,9,1580203.644531,25860.899414,821551.124023,692566.922852,40205.946289
5,33554432,500,9,1581645.750000,25795.278320,823159.938477,692513.552734,40158.638672
6,33554432,500,9,1582252.976562,25776.706055,823939.066406,692417.640625,40101.632812
7,33554432,500,9,1583592.619141,25817.484375,825259.057617,692379.020508,40119.154297
8,33554432,500,9,1581624.937500,25852.122070,823420.308594,692264.595703,40070.851562
9,33554432,500,9,1583869.480469,25804.959961,825289.908203,692604.634766,40152.935547
0,33554432,500,10,1486284.084961,26501.989258,800686.605469,622692.816406,36175.952148
1,33554432,500,10,1436867.287109,23251.827148,754438.039062,623002.632812,36153.619141
2,33554432,500,10,1437801.938477,23157.374023,755596.956055,622829.064453,36198.132812
3,33554432,500,10,1438545.652344,23247.374023,755891.902344,623247.626953,36138.101562
4,33554432,500,10,1438680.627930,23168.845703,756388.369141,622887.197266,36218.641602
5,33554432,500,10,1438136.585938,23157.354492,755438.914062,623296.737305,36222.979492
6,33554432,500,10,1438047.126953,23198.123047,755843.027344,622851.800781,36135.199219
7,33554432,500,10,1441536.980469,23220.346680,756466.407227,625692.933594,36137.863281
8,33554432,500,10,1438577.303711,23285.090820,755551.731445,623445.207031,36276.231445
9,33554432,500,10,1437520.501953,23205.060547,754637.343750,623468.083984,36190.435547
0,33554432,500,11,1380497.851562,23955.878906,756743.163086,566593.487305,32931.520508
1,33554432,500,11,1327797.479492,21248.789062,707045.624023,566496.900391,32984.556641
2,33554432,500,11,1327624.139648,21187.072266,706632.211914,566829.584961,32954.368164
3,33554432,500,11,1328330.509766,21231.279297,706991.968750,567099.802734,32986.614258
4,33554432,500,11,1327868.734375,21218.977539,706994.609375,566600.058594,33035.128906
5,33554432,500,11,1329197.418945,21177.330078,707572.074219,567410.216797,33016.783203
6,33554432,500,11,1328573.083008,21175.931641,707500.531250,566843.984375,33031.133789
7,33554432,500,11,1328010.124023,21180.441406,707169.044922,566592.905273,33047.167969
8,33554432,500,11,1328175.548828,21171.572266,707564.895508,566441.008789,32977.576172
9,33554432,500,11,1326467.865234,21140.311523,706043.594727,566278.921875,32982.869141
0,33554432,500,12,1279124.438477,22250.606445,707032.384766,519296.702148,30277.419922
1,33554432,500,12,1224149.682617,19482.146484,654768.043945,519540.160156,30335.644531
2,33554432,500,12,1224769.589844,19426.636719,655750.868164,519275.287109,30292.986328
3,33554432,500,12,1225786.665039,19435.658203,656433.518555,519618.602539,30275.651367
4,33554432,500,12,1226261.862305,19439.267578,656999.858398,519546.672852,30253.223633
5,33554432,500,12,1223479.291992,19410.930664,654561.517578,519169.666992,30314.318359
6,33554432,500,12,1224059.370117,19447.061523,654282.875000,520001.495117,30307.167969
7,33554432,500,12,1224526.575195,19508.806641,654787.369141,519908.792969,30298.334961
8,33554432,500,12,1225042.510742,19479.927734,655851.616211,519434.817383,30253.250977
9,33554432,500,12,1225151.906250,19466.371094,655806.099609,519531.836914,30324.561523
0,33554432,500,13,1201263.272461,20401.847656,672742.037109,479756.885742,28044.273438
1,33554432,500,13,1134255.471680,17964.742188,608330.441406,479861.749023,28072.855469
2,33554432,500,13,1135617.554688,17871.749023,609927.796875,479835.559570,27954.421875
3,33554432,500,13,1135952.321289,17951.708984,610532.274414,479459.737305,27984.956055
4,33554432,500,13,1133365.798828,17886.167969,607999.581055,479492.886719,27960.231445
5,33554432,500,13,1134598.760742,17902.583984,608889.979492,479798.843750,27980.644531
6,33554432,500,13,1135432.995117,18007.643555,609538.916992,479832.850586,28026.227539
7,33554432,500,13,1142001.766602,17920.489258,609570.222656,486463.280273,28020.215820
8,33554432,500,13,1133854.256836,17905.323242,608466.919922,479436.511719,28017.987305
9,33554432,500,13,1134922.557617,17917.130859,609524.202148,479484.460938,27971.577148
0,33554432,500,14,1125719.041016,19148.718750,634406.800781,445745.436523,26068.311523
1,33554432,500,14,1055587.239258,16637.162109,567781.048828,445081.132812,26061.391602
2,33554432,500,14,1056506.198242,16676.498047,568198.439453,445624.771484,25978.916016
3,33554432,500,14,1058077.318359,16770.397461,569881.260742,445397.905273,26002.321289
4,33554432,500,14,1058666.964844,16748.882812,570449.056641,445396.861328,26042.820312
5,33554432,500,14,1058202.094727,16665.133789,570002.638672,445441.220703,26063.170898
6,33554432,500,14,1057923.802734,16626.413086,569905.417969,445299.820312,26064.222656
7,33554432,500,14,1058248.975586,16661.914062,570078.076172,445453.306641,26028.872070
8,33554432,500,14,1057940.122070,16719.822266,569547.149414,445629.402344,26016.640625
9,33554432,500,14,1059640.014648,16774.181641,571064.653320,445747.573242,26026.326172
0,33554432,500,15,1062600.533203,17641.154297,604318.317383,415975.212891,24305.708984
1,33554432,500,15,983692.561523,15560.482422,527873.162109,415948.958984,24279.059570
2,33554432,500,15,985210.247070,15531.948242,529022.936523,416322.406250,24305.501953
3,33554432,500,15,983985.757812,15579.767578,528413.234375,415649.817383,24315.607422
4,33554432,500,15,984094.143555,15605.668945,528321.972656,415843.543945,24295.291016
5,33554432,500,15,984188.012695,15521.446289,527494.769531,416802.535156,24337.386719
6,33554432,500,15,983402.262695,15512.293945,527578.537109,415955.236328,24329.065430
7,33554432,500,15,984023.332031,15620.263672,528151.909180,415957.768555,24262.837891
8,33554432,500,15,983739.188477,15570.191406,527873.660156,415915.162109,24352.238281
9,33554432,500,15,984584.394531,15508.456055,528648.184570,416061.466797,24339.204102
0,33554432,500,16,1011644.847656,17345.217773,581005.965820,390072.937500,22851.488281
1,33554432,500,16,925592.340820,14917.819336,497998.417969,389830.273438,22816.149414
2,33554432,500,16,927224.255859,14920.431641,499417.584961,389901.699219,22956.070312
3,33554432,500,16,927084.055664,14904.315430,499798.526367,389501.522461,22850.809570
4,33554432,500,16,926089.281250,14926.799805,498190.880859,390102.429688,22839.166992
5,33554432,500,16,926571.904297,14922.039062,499116.783203,389695.230469,22809.021484
6,33554432,500,16,926190.374023,14902.742188,498232.447266,390163.283203,22863.526367
7,33554432,500,16,927313.291992,14875.439453,499537.686523,390048.481445,22822.855469
8,33554432,500,16,925670.824219,14904.767578,497984.021484,389917.921875,22833.763672
9,33554432,500,16,925879.676758,14907.222656,498242.507812,389840.291016,22859.411133
0,33554432,500,17,961341.209961,15710.592773,556459.627930,367278.839844,21505.450195
1,33554432,500,17,872813.470703,13801.906250,470455.304688,366947.242188,21577.179688
2,33554432,500,17,873636.876953,13764.241211,471168.631836,367120.644531,21551.690430
3,33554432,500,17,873412.273438,13721.961914,471366.835938,366785.497070,21505.282227
4,33554432,500,17,874603.896484,13744.255859,471992.714844,367319.416992,21516.476562
5,33554432,500,17,873323.833008,13780.058594,471119.858398,366855.778320,21535.174805
6,33554432,500,17,874976.279297,13738.196289,472457.938477,367223.958008,21524.290039
7,33554432,500,17,873807.856445,13825.558594,471497.698242,366960.737305,21491.015625
8,33554432,500,17,874103.631836,13705.517578,471890.678711,366957.679688,21520.597656
9,33554432,500,17,873898.594727,13744.988281,471861.451172,366713.226562,21547.376953
0,33554432,500,18,924744.983398,15063.095703,542558.685547,346391.247070,20339.600586
1,33554432,500,18,826300.089844,13081.955078,446334.094727,346498.109375,20351.987305
2,33554432,500,18,827594.237305,12956.643555,447359.735352,346865.608398,20375.615234
3,33554432,500,18,827445.624023,13063.281250,447333.929688,346647.293945,20366.905273
4,33554432,500,18,827873.367188,13002.759766,447847.599609,346646.150391,20343.786133
5,33554432,500,18,826576.771484,13073.050781,446499.279297,346604.895508,20366.172852
6,33554432,500,18,827364.527344,13033.050781,447317.879883,346635.498047,20344.894531
7,33554432,500,18,828761.428711,13013.511719,448638.143555,346718.259766,20359.086914
8,33554432,500,18,828509.856445,13001.712891,448226.200195,346861.854492,20385.982422
9,33554432,500,18,826515.226562,12980.542969,447036.496094,346096.506836,20365.097656
0,33554432,500,19,879781.715820,14204.928711,517672.500000,328175.421875,19309.275391
1,33554432,500,19,782892.948242,12306.296875,423007.406250,328253.565430,19292.343750
2,33554432,500,19,782291.132812,12300.744141,422296.158203,328360.475586,19298.963867
3,33554432,500,19,784573.124023,12374.676758,424068.370117,328736.004883,19357.939453
4,33554432,500,19,784577.732422,12380.014648,424538.124023,328335.007812,19289.040039
5,33554432,500,19,783859.116211,12320.908203,423547.690430,328603.583984,19351.535156
6,33554432,500,19,783607.370117,12319.826172,423533.886719,328436.403320,19284.486328
7,33554432,500,19,784095.187500,12291.478516,423823.854492,328616.942383,19327.023438
8,33554432,500,19,784046.874023,12323.502930,423818.002930,328494.678711,19375.808594
9,33554432,500,19,784065.897461,12359.318359,424119.081055,328264.485352,19287.964844
0,33554432,500,20,858076.751953,13537.553711,513346.568359,312300.423828,18415.002930
1,33554432,500,20,744873.735352,11700.015625,402753.082031,312011.052734,18374.602539
2,33554432,500,20,746206.743164,11706.074219,403939.208984,312152.546875,18372.139648
3,33554432,500,20,746920.121094,11738.092773,404646.000977,312136.897461,18363.983398
4,33554432,500,20,747052.461914,11739.407227,404697.072266,312209.361328,18370.168945
5,33554432,500,20,746829.164062,11743.033203,404807.908203,311868.904297,18371.990234
6,33554432,500,20,746897.162109,11676.964844,404456.734375,312344.452148,18386.201172
7,33554432,500,20,746758.127930,11723.854492,404441.037109,312194.104492,18363.600586
8,33554432,500,20,746067.812500,11734.003906,403729.743164,312209.836914,18356.866211
9,33554432,500,20,746878.632812,11754.144531,404446.655273,312280.165039,18361.212891
0,33554432,500,21,820105.181641,12881.590820,491712.835938,297534.869141,17524.836914
1,33554432,500,21,713709.165039,11173.303711,387748.553711,297191.981445,17556.046875
2,33554432,500,21,715357.755859,11203.699219,389412.324219,297177.246094,17526.083984
3,33554432,500,21,715324.107422,11207.376953,389392.875000,297165.807617,17519.656250
4,33554432,500,21,715807.554688,11253.133789,389479.562500,297473.669922,17564.987305
5,33554432,500,21,715183.071289,11132.819336,389332.712891,297166.807617,17512.125000
6,33554432,500,21,715350.837891,11078.890625,389579.039062,297141.821289,17514.427734
7,33554432,500,21,715389.489258,11131.464844,389395.747070,297295.003906,17529.335938
8,33554432,500,21,714962.560547,11160.996094,388570.014648,297695.689453,17499.916016
9,33554432,500,21,715287.979492,11105.301758,389248.598633,297356.799805,17537.238281
0,33554432,500,22,796651.035156,12436.055664,483064.772461,283881.279297,16762.913086
1,33554432,500,22,679397.461914,10649.428711,368055.980469,283892.823242,16756.049805
2,33554432,500,22,680789.959961,10724.802734,369684.004883,283577.444336,16759.912109
3,33554432,500,22,680621.397461,10651.092773,369459.933594,283721.629883,16745.114258
4,33554432,500,22,681113.833984,10675.710938,369802.512695,283809.925781,16782.834961
5,33554432,500,22,680781.109375,10664.136719,369707.625977,283619.830078,16743.639648
6,33554432,500,22,680318.928711,10706.902344,369154.236328,283623.140625,16792.075195
7,33554432,500,22,680446.138672,10687.620117,369233.368164,283681.841797,16802.256836
8,33554432,500,22,681667.351562,10685.038086,370056.477539,284108.489258,16775.310547
9,33554432,500,22,680130.251953,10692.612305,368836.905273,283806.766602,16753.600586
0,33554432,500,23,777670.092773,11805.612305,477374.134766,271569.392578,16025.979492
1,33554432,500,23,651868.088867,10149.840820,354017.359375,271657.286133,16001.496094
2,33554432,500,23,653566.830078,10221.605469,355682.833008,271571.579102,16050.037109
3,33554432,500,23,653336.787109,10235.188477,355407.324219,271612.741211,16040.410156
4,33554432,500,23,652413.822266,10212.884766,354586.539062,271500.402344,16072.876953
5,33554432,500,23,653112.953125,10188.559570,355349.609375,271493.277344,16040.620117
6,33554432,500,23,653437.559570,10209.706055,355608.850586,271569.173828,16009.180664
7,33554432,500,23,654420.065430,10210.330078,356000.529297,272110.022461,16060.340820
8,33554432,500,23,654325.915039,10260.679688,356239.890625,271731.875000,16051.661133
9,33554432,500,23,653843.009766,10125.429688,356089.226562,271568.575195,16018.394531
0,33554432,500,24,759598.540039,11380.558594,471948.378906,260319.318359,15409.276367
1,33554432,500,24,626832.069336,9751.423828,341451.152344,260211.147461,15374.102539
2,33554432,500,24,627763.809570,9820.935547,342374.597656,260129.273438,15389.666016
3,33554432,500,24,628446.316406,9816.271484,342251.305664,260910.830078,15425.633789
4,33554432,500,24,630230.771484,9819.319336,344959.647461,260026.141602,15384.793945
5,33554432,500,24,629286.576172,9790.467773,343745.807617,260318.647461,15390.614258
6,33554432,500,24,630952.036133,9898.273438,345563.921875,260026.929688,15420.164062
7,33554432,500,24,628991.885742,9808.856445,343462.946289,260279.238281,15397.306641
8,33554432,500,24,628944.765625,9727.597656,343522.465820,260235.903320,15419.081055
9,33554432,500,24,628779.569336,9775.680664,343184.309570,260375.764648,15402.740234
0,33554432,500,25,725699.046875,10953.699219,449748.434570,249664.736328,14783.794922
1,33554432,500,25,600711.496094,9425.052734,326573.719727,249887.867188,14780.369141
2,33554432,500,25,602166.465820,9421.547852,327940.884766,249926.047852,14828.371094
3,33554432,500,25,601451.109375,9438.589844,327415.657227,249746.056641,14801.323242
4,33554432,500,25,602031.048828,9402.570312,327760.828125,250023.407227,14795.284180
5,33554432,500,25,602162.557617,9432.997070,327926.843750,249933.757812,14821.151367
6,33554432,500,25,601491.358398,9490.958008,327314.480469,249844.447266,14792.774414
7,33554432,500,25,608475.668945,9406.512695,334174.482422,250033.903320,14811.612305
8,33554432,500,25,605275.319336,9392.852539,331291.643555,249732.953125,14810.126953
9,33554432,500,25,604336.662109,9454.371094,330223.127930,249787.629883,14827.572266
0,33554432,500,26,709121.509766,10561.807617,443660.644531,240034.930664,14285.401367
1,33554432,500,26,580760.967773,9061.443359,317113.046875,240246.392578,14292.120117
2,33554432,500,26,581071.248047,9049.899414,317329.019531,240330.641602,14310.952148
3,33554432,500,26,581390.604492,9093.038086,317831.140625,240123.444336,14295.359375
4,33554432,500,26,581603.516602,9024.246094,318017.280273,240235.257812,14280.512695
5,33554432,500,26,581154.959961,9024.779297,317674.605469,240119.491211,14290.056641
6,33554432,500,26,581951.704102,9018.531250,318281.748047,240318.824219,14285.090820
7,33554432,500,26,581737.723633,9008.981445,318393.826172,240025.358398,14260.602539
8,33554432,500,26,581543.944336,9059.939453,318011.848633,240166.432617,14258.789062
9,33554432,500,26,581564.868164,9062.538086,317915.285156,240274.081055,14267.309570
0,33554432,500,27,704903.215820,10080.450195,449069.740234,231428.373047,13734.586914
1,33554432,500,27,558224.979492,8735.978516,304495.006836,231183.757812,13762.890625
2,33554432,500,27,558670.698242,8692.545898,304815.664062,231350.294922,13761.858398
3,33554432,500,27,558679.614258,8758.001953,304791.573242,231335.358398,13745.609375
4,33554432,500,27,559148.888672,8725.625977,305085.849609,231520.473633,13766.723633
5,33554432,500,27,559128.875000,8746.388672,305322.360352,231229.687500,13773.514648
6,33554432,500,27,558978.998047,8695.591797,305117.708008,231345.660156,13768.210938
7,33554432,500,27,558362.168945,8700.395508,304374.166016,231459.638672,13775.654297
8,33554432,500,27,558782.033203,8738.764648,304994.335938,231243.948242,13753.427734
9,33554432,500,27,558942.186523,8719.736328,304891.153320,231552.182617,13729.433594
0,33554432,500,28,689610.020508,9913.964844,442537.010742,223215.279297,13301.879883
1,33554432,500,28,540333.926758,8474.779297,295390.724609,223086.975586,13329.293945
2,33554432,500,28,540980.120117,8462.614258,296175.699219,223006.125000,13286.813477
3,33554432,500,28,541727.455078,8457.172852,296677.494141,223268.556641,13277.827148
4,33554432,500,28,541019.581055,8510.870117,295934.549805,223227.269531,13298.159180
5,33554432,500,28,542430.699219,8453.544922,296277.095703,224325.720703,13324.100586
6,33554432,500,28,541232.126953,8463.869141,296475.078125,222964.754883,13283.264648
7,33554432,500,28,540689.726562,8471.512695,296042.710938,222852.396484,13276.604492
8,33554432,500,28,541066.849609,8451.614258,296347.282227,222922.351562,13300.507812
9,33554432,500,28,541350.450195,8495.318359,296206.104492,223297.251953,13302.982422
0,33554432,500,29,677961.578125,9915.511719,438695.457031,215814.085938,12889.682617
1,33554432,500,29,523601.879883,8159.126953,286982.574219,215516.436523,12891.923828
2,33554432,500,29,523343.917969,8180.489258,286593.154297,215638.127930,12877.536133
3,33554432,500,29,523984.130859,8153.140625,287205.241211,215677.331055,12900.672852
4,33554432,500,29,523991.885742,8079.483398,287620.279297,215377.574219,12863.288086
5,33554432,500,29,524193.429688,8140.019531,287877.876953,215236.692383,12884.284180
6,33554432,500,29,523715.003906,8114.355469,287307.230469,215363.533203,12879.533203
7,33554432,500,29,523807.760742,8105.088867,287535.162109,215213.745117,12899.649414
8,33554432,500,29,523880.488281,8120.148438,287485.714844,215303.505859,12916.692383
9,33554432,500,29,523183.990234,8076.512695,286574.018555,215608.350586,12875.115234
0,33554432,500,30,662965.557617,9339.542969,431125.582031,209358.926758,12487.352539
1,33554432,500,30,505522.635742,7903.477539,276860.254883,208230.460938,12467.784180
2,33554432,500,30,506460.966797,7898.215820,277419.817383,208607.759766,12472.977539
3,33554432,500,30,506109.444336,7884.831055,277271.966797,208424.045898,12468.648438
4,33554432,500,30,505849.683594,7880.020508,277268.399414,208179.143555,12462.245117
5,33554432,500,30,506921.985352,7916.309570,277364.320312,209095.328125,12485.749023
6,33554432,500,30,506864.736328,7888.575195,278092.535156,208353.333984,12474.399414
7,33554432,500,30,506271.940430,7929.797852,277330.162109,208455.485352,12496.160156
8,33554432,500,30,506695.599609,7969.272461,277634.095703,208547.484375,12486.543945
9,33554432,500,30,506386.564453,7915.553711,277714.703125,208248.227539,12451.663086
0,33554432,500,31,641907.658203,9341.670898,418177.117188,201573.473633,12101.526367
1,33554432,500,31,489580.814453,7588.991211,268292.591797,201560.530273,12081.266602
2,33554432,500,31,490561.033203,7660.015625,269118.801758,201631.104492,12096.777344
3,33554432,500,31,490522.304688,7680.856445,269345.207031,201355.569336,12082.851562
4,33554432,500,31,489670.078125,7669.463867,268447.961914,201387.600586,12110.775391
5,33554432,500,31,490527.076172,7581.514648,269192.958008,201569.563477,12122.062500
6,33554432,500,31,496377.269531,7708.619141,275149.807617,201401.166992,12061.607422
7,33554432,500,31,495345.736328,7617.592773,274094.458984,201495.803711,12081.002930
8,33554432,500,31,493901.544922,7682.180664,272621.074219,201456.255859,12086.984375
9,33554432,500,31,494078.043945,7655.155273,272882.338867,201380.776367,12103.199219
0,33554432,500,32,638049.484375,9330.506836,421059.081055,195186.493164,11756.331055
1,33554432,500,32,475792.747070,7441.393555,261328.998047,195207.603516,11752.435547
2,33554432,500,32,476403.059570,7398.879883,262070.220703,195140.755859,11736.017578
3,33554432,500,32,476209.609375,7405.416992,261771.340820,195226.213867,11746.500000
4,33554432,500,32,476022.601562,7470.298828,261513.259766,195252.766602,11729.435547
5,33554432,500,32,476541.734375,7488.280273,261954.868164,195294.431641,11743.225586
6,33554432,500,32,476569.644531,7420.012695,262147.930664,195210.626953,11729.985352
7,33554432,500,32,476091.666016,7440.048828,261473.758789,195360.117188,11754.500000
8,33554432,500,32,476277.505859,7429.689453,261820.107422,195196.666992,11774.990234
9,33554432,500,32,477092.312500,7463.111328,262257.225586,195539.422852,11777.470703
0,33554432,500,33,622671.883789,8833.670898,412178.061523,189445.499023,11474.828125
1,33554432,500,33,460577.729492,7275.895508,252247.436523,189507.042969,11482.587891
2,33554432,500,33,461655.094727,7217.956055,252476.119141,190428.690430,11466.127930
3,33554432,500,33,462077.242188,7231.750000,253876.648438,189502.125000,11407.085938
4,33554432,500,33,461776.916992,7246.956055,253742.769531,189331.738281,11393.844727
5,33554432,500,33,462620.716797,7218.018555,254366.174805,189537.382812,11438.301758
6,33554432,500,33,462054.475586,7251.107422,253905.162109,189413.955078,11425.095703
7,33554432,500,33,461798.413086,7258.351562,253672.934570,189410.318359,11396.671875
8,33554432,500,33,461296.287109,7184.898438,253221.299805,189385.577148,11441.411133
9,33554432,500,33,461712.090820,7266.618164,253808.871094,189142.961914,11423.585938
0,33554432,500,34,618768.816406,8286.683594,414534.970703,184067.515625,11135.181641
1,33554432,500,34,447305.864258,7084.040039,244913.659180,184164.600586,11080.107422
2,33554432,500,34,446338.676758,7041.158203,244370.205078,183744.212891,11118.886719
3,33554432,500,34,447171.584961,6985.874023,245054.224609,183960.963867,11104.791016
4,33554432,500,34,446883.053711,7027.161133,244949.826172,183709.409180,11130.693359
5,33554432,500,34,446703.539062,7055.487305,244772.467773,183703.797852,11109.258789
6,33554432,500,34,447777.444336,6985.666992,245914.957031,183689.916992,11124.765625
7,33554432,500,34,446872.898438,6998.544922,244730.184570,183992.490234,11087.097656
8,33554432,500,34,446855.143555,7027.573242,244722.178711,183950.286133,11091.644531
9,33554432,500,34,447732.197266,6987.221680,245158.713867,184400.897461,11123.282227
0,33554432,500,35,601530.572266,8136.362305,402720.867188,178632.438477,10837.130859
