b;t
1780000;2818.83516813
1790000;2647.84681729
1800000;2719.77203584
1810000;2691.79044521
1820000;1461.92675269
1830000;2711.85843572
1840000;3053.26912022
1850000;2999.84048712
1860000;3017.25877857
1870000;2706.90729565
1880000;2959.04177874
1890000;2979.70829079
1900000;2946.67024716
1910000;3050.29402187
1920000;2681.64498122
1930000;2786.00775487
1940000;2834.52599384
1950000;2149.75908531
1960000;2707.95243119
1970000;2707.49886502
1980000;2668.45166623
1990000;2605.15268198
2000000;1750.04208934
2010000;2754.49130885
2020000;2735.57205259
2030000;2816.5230247
2040000;2701.81037408
2050000;2769.74373264
2060000;2717.51884336
2070000;2800.34569018
2080000;2606.97259462
2090000;2653.17656174
2100000;2741.53515028
2110000;2558.42199669
2120000;3302.97727559
2130000;3001.43582232
2140000;2786.19385114
2150000;1700.86122362
2160000;2636.62673348
2170000;2612.69214683
2180000;2864.22247604
2190000;2815.37895406
2200000;2767.29802911
2210000;3011.16853503
2220000;2702.39487171
2230000;2237.16277573
2240000;2678.71013507
2250000;2841.29507179
2260000;2612.20679533
2270000;3344.50357926
2280000;2889.5916059
2290000;2871.83926298
2300000;2675.86160794
2310000;2704.37395159
2320000;2813.94141373
2330000;2902.69179799
2340000;2751.80916413
2350000;2934.33492232
2360000;2768.29489154
2370000;2844.28244105
2380000;2808.61821462
2390000;2923.97358345
2400000;2880.15725041
2410000;2993.6577925
2420000;2872.49084024
2430000;2808.77279182
2440000;2989.50456261
2450000;1820.51096237
2460000;2925.84370906
2470000;2899.20058208
2480000;2854.2515837
2490000;3282.25162511
2500000;2813.55290961
2510000;3285.1911541
2520000;2957.39745346
2530000;2947.33104632
2540000;2982.48571034
2550000;2992.55223356
2560000;3266.50743127
2570000;2950.59715975
2580000;2854.8252491
2590000;2961.47548619
2600000;2533.56826996
2610000;3014.75300849
2620000;2945.46682101
2630000;2904.09399128
2640000;3038.78770814
2650000;3335.18040584
2660000;2987.25803236
2670000;3021.29071055
2680000;2935.75605827
2690000;2943.08331149
2700000;2944.35172206
2710000;2920.18949461
2720000;3016.22839618
2730000;3003.05208779
2740000;3037.87946769
2750000;2421.63769133
2760000;2962.38987653
2770000;3051.47948948
2780000;2933.46712035
2790000;3244.53027007
2800000;3034.5405381
2810000;3014.20032511
2820000;3060.56532781
2830000;3092.04570256
2840000;2905.07920464
2850000;3009.08202199
2860000;3313.8463179
2870000;3013.03818156
2880000;3059.28720274
2890000;1242.73285122
2900000;3119.31633181
2910000;3087.58706446
2920000;3045.35418212
2930000;2995.54347575
2940000;3072.94640117
2950000;3084.64772708
2960000;3082.28123234
2970000;3091.54304806
2980000;3069.01077644
2990000;3343.75682581
3000000;2917.79783911
3010000;3084.45205515
3020000;2882.68726174
3030000;3268.26256572
3040000;3134.24200827
3050000;2980.22765288
3060000;3069.73696245
3070000;3066.40688342
3080000;3135.95201323
3090000;3040.67436138
3100000;3100.340207
3110000;2999.07411935
3120000;3088.17273737
3130000;3061.04945782
3140000;3006.53225887
3150000;3091.55674893
3160000;3081.81060201
3170000;3046.03520733
3180000;3161.76051203
3190000;3056.21660126
3200000;3067.68039884
3210000;3049.51767669
3220000;3101.16233494
3230000;3138.01654294
3240000;3107.44687994
3250000;3149.01326865
3260000;3032.91669807
3270000;3193.05627099
3280000;3109.19583759
3290000;3090.66957683
3300000;3095.88166663
3310000;3198.00659151
3320000;3067.53811653
3330000;3117.01060918
3340000;3051.3164769
3350000;3190.58065908
3360000;3127.29493485
3370000;3025.50998903
3380000;1913.25584804
3390000;3156.53056242
3400000;3069.46395195
3410000;3219.2618167
3420000;3127.68039247
3430000;3066.88344496
3440000;3289.50957067
3450000;3050.14169801
3460000;3458.44694499
3470000;2976.11694065
3480000;3465.14799315
3490000;3196.13989492
3500000;3294.28711281
3510000;3073.46784846
3520000;3080.43556471
3530000;3106.3214959
3540000;3090.18085344
3550000;3197.11829943
3560000;3091.47388169
3570000;3273.58075684
3580000;3200.51332321
3590000;3115.5098864
3600000;3199.36315709
3610000;3032.96963487
3620000;3215.8597833
3630000;3118.20612645
3640000;3360.7983182
3650000;3103.99809412
3660000;3184.86579107
3670000;3099.56054191
3680000;3228.34889402
3690000;3244.75655204
3700000;3122.69679245
3710000;3165.7740804
3720000;3161.00326148
3730000;3141.6548508
3740000;3173.15639481
3750000;3364.5499151
3760000;3183.08266021
3770000;3139.27458408
3780000;3164.16996283
3790000;3184.43723978
3800000;3130.3849946
3810000;3138.85403324
3820000;2196.0496893
3830000;3135.01023492
3840000;3241.99449926
3850000;3165.31854701
3860000;3139.97654523
3870000;3404.48716891
3880000;3213.92290902
3890000;3224.73371701
3900000;3171.59248923
3910000;3260.66703416
3920000;3172.34545529
3930000;3119.5149953
3940000;3222.96620095
3950000;3179.88535235
3960000;3146.47290362
3970000;3162.5064109
3980000;3137.40166706
3990000;3287.59030241
4000000;3160.72291398
4010000;3135.41670131
4020000;3137.18633711
4030000;3199.70566497
4040000;3119.90576018
4050000;3166.74802305
4060000;3176.97320872
4070000;3186.15428965
4080000;3410.55118701
4090000;3069.78094394
4100000;3137.89522039
4110000;3118.73077534
4120000;3314.75299785
4130000;3330.8249358
4140000;3125.767258
4150000;3330.3452368
4160000;3282.84188899
4170000;3220.98447748
4180000;3135.4900717
4190000;3579.91406459
4200000;3261.42486303
4210000;3183.47146645
4220000;2430.09311155
4230000;3253.54867042
4240000;3097.69185856
4250000;3280.47470455
4260000;3246.52089963
4270000;3286.72599549
4280000;3065.24735251
4290000;3170.51496963
4300000;3381.65099521
4310000;3433.06552848
4320000;2393.14434696
4330000;3321.00597865
4340000;3252.14633987
4350000;3184.1922185
4360000;3244.74241242
4370000;3194.45926594
4380000;3314.27954537
4390000;3251.8865398
4400000;3166.80253105
4410000;3195.50491813
4420000;3252.30039286
4430000;3220.69038664
4440000;3270.97972577
4450000;3223.60151986
4460000;3245.36634055
4470000;3473.80112189
4480000;3263.68838915
4490000;3211.56645343
4500000;3289.39937042
4510000;3007.9903064
4520000;3538.08097511
4530000;3307.9777358
4540000;3229.63675504
4550000;3252.73193393
4560000;3291.61403959
4570000;3266.99485462
4580000;3243.49653731
4590000;3515.79886273
4600000;3237.55400524
4610000;2233.40128746
4620000;3204.46238823
4630000;3275.69108814
4640000;3301.24655001
4650000;3313.29664164
4660000;3304.14388454
4670000;3240.14737763
4680000;3276.11296459
4690000;3478.680462
4700000;2155.76177321
4710000;3299.81573308
4720000;3282.66131305
4730000;3236.65191614
4740000;3284.94509044
4750000;3244.16822972
4760000;3473.28686137
4770000;3246.69261051
4780000;3231.3603159
4790000;3276.5227792
4800000;2510.10124016
4810000;3334.52443186
4820000;3497.19949704
4830000;3335.15949191
4840000;3288.43455172
4850000;3211.63163301
4860000;3289.96544129
4870000;3216.57563781
4880000;3408.20756091
4890000;3255.15900687
4900000;3259.55248754
4910000;3309.97320154
4920000;3327.91350898
4930000;3265.34807388
4940000;3225.1792545
4950000;3307.91283627
4960000;3297.92891549
4970000;3491.37500345
4980000;3275.06276889
4990000;3298.96739051
5000000;3337.15558738
