b;t
2690000;57952.758960
2700000;57963.510173
2710000;58196.806861
2720000;58095.515621
2730000;58142.557512
2740000;58124.952540
2750000;58291.022110
2760000;58272.916357
2770000;58373.858778
2780000;58382.926591
2790000;58565.445906
2800000;58022.176687
2810000;57801.044549
2820000;58310.582801
2830000;58034.556186
2840000;58284.150997
2850000;58116.153874
2860000;58055.460085
2870000;58179.259834
2880000;58241.231978
2890000;58337.980737
2900000;58259.453854
2910000;58311.972004
2920000;58468.710392
2930000;58477.017552
2940000;58424.655067
2950000;58398.568968
2960000;58201.651755
2970000;58244.689094
2980000;58059.054934
2990000;58018.072390
3000000;58144.864116
3010000;58246.159354
3020000;58079.601456
3030000;58213.529322
3040000;58464.234578
3050000;58206.180919
3060000;58421.941349
3070000;58273.005934
3080000;58553.909666
3090000;58191.774873
3100000;58437.493933
3110000;57766.002502
3120000;58404.366996
3130000;58518.106789
3140000;58598.952436
3150000;58468.516554
3160000;58492.348708
3170000;58540.203324
3180000;58395.454240
3190000;58547.046673
3200000;58482.670153
3210000;57784.188155
3220000;58198.368457
3230000;58814.714617
3240000;58646.721338
3250000;58425.879454
3260000;58629.209873
3270000;58753.945189
3280000;58713.543324
3290000;58417.293970
3300000;58641.401086
3310000;58749.098080
3320000;58817.694952
3330000;58485.348631
3340000;58272.093009
3350000;58272.341731
3360000;58842.845261
3370000;58310.396205
3380000;58250.631823
3390000;58407.971492
3400000;58700.832930
3410000;58617.117377
3420000;58377.798520
3430000;58727.746784
3440000;58936.556589
3450000;58495.598989
3460000;58903.264698
3470000;58819.842910
3480000;58597.126263
3490000;58581.774727
3500000;58624.990391
3510000;58983.876960
3520000;58427.702518
3530000;58485.196870
3540000;58745.148012
3550000;58722.323687
3560000;58771.846455
3570000;58886.234357
3580000;58755.131602
3590000;58390.892332
3600000;58560.637595
3610000;58418.856774
3620000;58693.908596
3630000;58735.425273
3640000;58586.464794
3650000;58705.177615
3660000;58718.250595
3670000;59069.320273
3680000;58459.135879
3690000;58833.857962
3700000;58937.288583
3710000;58970.602899
3720000;58975.897491
3730000;59078.608147
3740000;58786.075971
3750000;58675.271625
3760000;58900.403511
3770000;58707.603499
3780000;58795.110887
3790000;58916.514839
3800000;58915.024420
3810000;58744.347350
3820000;58905.298824
3830000;58755.731883
3840000;58848.604193
3850000;58640.291966
3860000;58899.548668
3870000;58891.452082
3880000;58890.058197
3890000;58703.278831
3900000;58814.510022
3910000;58859.501624
3920000;58707.151725
3930000;58804.422635
3940000;58940.910424
3950000;58932.861894
3960000;58716.549147
3970000;58910.379233
3980000;58902.476286
3990000;58778.260863
4000000;58764.329247
4010000;58943.498990
4020000;58871.278403
4030000;58940.551797
4040000;58709.356986
4050000;58740.198660
4060000;58942.560917
4070000;58776.216157
4080000;58819.369521
4090000;58931.884865
4100000;58735.477084
4110000;58941.645697
4120000;58602.907944
4130000;58951.315180
4140000;58825.046996
4150000;58904.776988
4160000;59140.530503
4170000;59032.583668
4180000;58795.860725
4190000;58887.149772
4200000;58898.177578
4210000;58817.178607
4220000;58926.218494
4230000;59010.600711
4240000;59045.773679
4250000;59271.128845
4260000;58872.273608
4270000;58919.471426
4280000;58942.322577
4290000;58718.545087
4300000;58783.482420
4310000;58866.226486
4320000;59050.879413
4330000;58959.395581
4340000;59125.552123
4350000;58802.207352
4360000;58884.010272
4370000;58971.593742
4380000;59094.657081
4390000;58675.146975
4400000;58668.587642
4410000;58796.084283
4420000;58906.003154
4430000;58986.561016
4440000;58996.803516
4450000;58873.227166
4460000;59028.800600
4470000;59166.986604
4480000;58979.443005
4490000;59001.135571
4500000;59034.285603
4510000;59096.158672
4520000;58950.940682
4530000;59029.738625
4540000;59016.802433
4550000;58924.224469
4560000;59030.945185
4570000;59143.285793
4580000;59101.739663
4590000;58773.074940
4600000;58738.611816
4610000;59062.974998
4620000;59202.396731
4630000;59189.263800
4640000;58663.362653
4650000;58934.129858
4660000;59223.048242
4670000;59014.856394
4680000;59057.819391
4690000;59122.865062
4700000;59005.081059
4710000;59091.932967
4720000;59123.441545
4730000;59215.544580
4740000;58890.311091
4750000;59167.907935
4760000;59210.044975
4770000;58935.704921
4780000;59059.259858
4790000;59407.033554
4800000;59110.477512
4810000;58769.892734
4820000;59015.640299
4830000;58998.145817
4840000;58434.272153
4850000;59242.444558
4860000;59369.997095
4870000;58918.364464
4880000;59236.909889
4890000;59406.651875
4900000;59020.628843
4910000;58887.413500
4920000;59091.831925
4930000;59328.736577
4940000;59289.598169
4950000;59340.635370
4960000;59227.751858
4970000;59131.469565
4980000;59224.196831
4990000;59285.337941
5000000;59578.181818
