id;file_size;time
1;1;51.07112169265747
2;1;50.341501235961914
3;1;50.69853711128235
1;5;256.3122401237488
2;5;255.86500453948975
3;5;255.81044554710388
1;10;518.1700785160065
2;10;518.6860778331757
3;10;532.5413753986359
