id;file_size;time
1;1;100.89819431304932
2;1;96.62743067741394
3;1;95.39863634109497
1;5;313.90402483940125
2;5;309.94042468070984
3;5;308.5417540073395
1;10;593.4819891452789
2;10;594.1188414096832
3;10;598.9468159675598
