id;file_size;time
1;1;52.03538250923157
2;1;52.3408465385437
3;1;51.924315214157104
1;5;260.74561738967896
2;5;260.9076509475708
3;5;261.3711311817169
1;10;544.6679186820984
2;10;537.5248293876648
3;10;541.3638029098511
