1;0.228601;10000000
2;0.422953;10000000
3;0.412844;10000000
4;0.423526;10000000
1;1.208759;50000000
2;2.222398;50000000
3;2.057722;50000000
4;2.114598;50000000
1;2.267646;100000000
2;4.198729;100000000
3;4.350986;100000000
4;4.091882;100000000
